age(Gyr),M/MSun,logL/Lsun,Teff(K),logg,R/Rsun
8.0,0.0155,-6.833,361.0,4.647,0.0978
8.0,0.016,-6.813,366.0,4.664,0.0974
8.0,0.0165,-6.792,371.0,4.681,0.097
8.0,0.017,-6.771,377.0,4.698,0.0966
8.0,0.0175,-6.748,382.0,4.714,0.0962
8.0,0.018,-6.724,389.0,4.73,0.0959
8.0,0.0185,-6.698,395.0,4.745,0.0955
8.0,0.019,-6.672,402.0,4.76,0.0951
8.0,0.0195,-6.645,409.0,4.775,0.0947
8.0,0.02,-6.617,416.0,4.789,0.0944
8.0,0.022,-6.495,450.0,4.842,0.0931
8.0,0.024,-6.397,479.0,4.892,0.0919
8.0,0.026,-6.33,501.0,4.937,0.0907
8.0,0.028,-6.258,525.0,4.98,0.0897
8.0,0.03,-6.201,546.0,5.02,0.0886
8.0,0.033,-6.082,589.0,5.075,0.0872
8.0,0.035,-6.019,614.0,5.11,0.0863
8.0,0.038,-5.921,655.0,5.158,0.0851
8.0,0.04,-5.863,680.0,5.188,0.0843
8.0,0.043,-5.777,719.0,5.23,0.0832
8.0,0.045,-5.718,747.0,5.257,0.0826
8.0,0.048,-5.628,791.0,5.294,0.0817
8.0,0.05,-5.565,823.0,5.318,0.0812
8.0,0.053,-5.461,877.0,5.35,0.0806
8.0,0.055,-5.38,920.0,5.369,0.0803
8.0,0.058,-5.23,1004.0,5.393,0.0801
8.0,0.06,-5.098,1082.0,5.405,0.0804
8.0,0.063,-4.833,1249.0,5.411,0.0818
8.0,0.064,-4.724,1322.0,5.408,0.0828
8.0,0.065,-4.605,1405.0,5.401,0.0841
8.0,0.066,-4.485,1491.0,5.391,0.0857
8.0,0.067,-4.367,1579.0,5.38,0.0875
8.0,0.068,-4.258,1663.0,5.367,0.0894
8.0,0.069,-4.162,1740.0,5.356,0.0913
8.0,0.07,-4.077,1810.0,5.346,0.093
8.0,0.071,-4.002,1874.0,5.336,0.0947
8.0,0.072,-3.935,1931.0,5.328,0.0962
8.0,0.073,-3.874,1984.0,5.321,0.0977
8.0,0.074,-3.82,2033.0,5.314,0.0992
8.0,0.075,-3.769,2077.0,5.307,0.1006
8.0,0.077,-3.68,2158.0,5.295,0.1034
8.0,0.078,-3.639,2195.0,5.29,0.1047
8.0,0.08,-3.566,2260.0,5.279,0.1074
8.0,0.083,-3.472,2345.0,5.264,0.1112
8.0,0.085,-3.417,2394.0,5.256,0.1137
8.0,0.088,-3.343,2459.0,5.243,0.1173
10.0,0.001,-9.243,90.0,3.455,0.098
10.0,0.0015,-8.895,109.0,3.61,0.1004
10.0,0.002,-8.647,125.0,3.722,0.102
10.0,0.0025,-8.456,138.0,3.81,0.103
10.0,0.003,-8.301,151.0,3.884,0.1036
10.0,0.0035,-8.167,163.0,3.948,0.1039
10.0,0.004,-8.048,174.0,4.005,0.104
10.0,0.0045,-7.941,185.0,4.056,0.104
10.0,0.005,-7.843,196.0,4.103,0.1039
10.0,0.006,-7.67,217.0,4.185,0.1036
10.0,0.007,-7.523,237.0,4.256,0.1031
10.0,0.008,-7.401,254.0,4.319,0.1026
10.0,0.009,-7.3,270.0,4.375,0.102
10.0,0.01,-7.205,286.0,4.425,0.1014
10.0,0.011,-7.091,306.0,4.469,0.1011
10.0,0.0115,-7.083,309.0,4.493,0.1006
10.0,0.012,-7.074,311.0,4.517,0.1
10.0,0.0125,-7.054,315.0,4.538,0.0995
10.0,0.013,-7.03,320.0,4.559,0.0991
10.0,0.0135,-7.005,326.0,4.579,0.0988
10.0,0.014,-6.981,331.0,4.598,0.0984
10.0,0.0145,-6.957,336.0,4.617,0.098
10.0,0.015,-6.934,341.0,4.635,0.0976
10.0,0.0155,-6.912,346.0,4.653,0.0972
10.0,0.016,-6.891,351.0,4.67,0.0968
10.0,0.0165,-6.871,356.0,4.687,0.0964
10.0,0.017,-6.85,361.0,4.703,0.096
10.0,0.0175,-6.831,366.0,4.719,0.0956
10.0,0.018,-6.81,371.0,4.735,0.0953
10.0,0.0185,-6.79,376.0,4.75,0.0949
10.0,0.019,-6.767,382.0,4.765,0.0945
10.0,0.0195,-6.744,388.0,4.78,0.0941
10.0,0.02,-6.72,394.0,4.794,0.0938
10.0,0.022,-6.618,421.0,4.848,0.0924
10.0,0.024,-6.512,450.0,4.898,0.0912
10.0,0.026,-6.424,476.0,4.943,0.0901
10.0,0.028,-6.363,496.0,4.986,0.089
10.0,0.03,-6.297,518.0,5.026,0.088
10.0,0.033,-6.214,548.0,5.082,0.0865
10.0,0.035,-6.133,578.0,5.116,0.0856
10.0,0.038,-6.044,612.0,5.165,0.0844
10.0,0.04,-5.983,637.0,5.195,0.0836
10.0,0.043,-5.897,674.0,5.238,0.0825
10.0,0.045,-5.843,698.0,5.265,0.0819
10.0,0.048,-5.757,738.0,5.302,0.0809
10.0,0.05,-5.695,767.0,5.326,0.0804
10.0,0.053,-5.594,817.0,5.359,0.0797
10.0,0.055,-5.514,857.0,5.378,0.0794
10.0,0.058,-5.361,937.0,5.403,0.0792
10.0,0.06,-5.219,1015.0,5.416,0.0794
10.0,0.063,-4.926,1191.0,5.422,0.0808
10.0,0.064,-4.8,1273.0,5.418,0.0818
10.0,0.065,-4.659,1368.0,5.41,0.0833
10.0,0.066,-4.517,1469.0,5.397,0.0851
10.0,0.067,-4.383,1567.0,5.383,0.0872
10.0,0.068,-4.264,1658.0,5.369,0.0893
10.0,0.069,-4.164,1739.0,5.356,0.0912
10.0,0.07,-4.077,1810.0,5.346,0.093
10.0,0.071,-4.002,1873.0,5.337,0.0947
10.0,0.072,-3.935,1931.0,5.328,0.0962
10.0,0.073,-3.874,1984.0,5.321,0.0977
10.0,0.074,-3.82,2033.0,5.314,0.0992
10.0,0.075,-3.769,2077.0,5.307,0.1006
10.0,0.077,-3.68,2158.0,5.295,0.1034
10.0,0.078,-3.639,2195.0,5.29,0.1047
10.0,0.08,-3.566,2260.0,5.279,0.1073
10.0,0.083,-3.472,2345.0,5.265,0.1112
10.0,0.085,-3.417,2394.0,5.256,0.1137
10.0,0.088,-3.343,2459.0,5.244,0.1173
