age(Gyr),M/MSun,logL/Lsun,Teff(K),logg,R/Rsun
0.001,0.0005,-5.346,615.0,2.594,0.1868
0.001,0.001,-4.756,908.0,2.982,0.1689
0.001,0.0015,-4.387,1115.0,3.145,0.1715
0.001,0.002,-4.117,1280.0,3.24,0.1775
0.001,0.0025,-3.92,1409.0,3.307,0.1838
0.001,0.003,-3.753,1525.0,3.356,0.1904
0.001,0.0035,-3.614,1623.0,3.391,0.1973
0.001,0.004,-3.497,1704.0,3.418,0.2045
0.001,0.0045,-3.4,1773.0,3.441,0.2114
0.001,0.005,-3.312,1837.0,3.46,0.218
0.001,0.006,-3.155,1954.0,3.489,0.2308
0.001,0.007,-3.025,2051.0,3.511,0.2432
0.001,0.008,-2.917,2130.0,3.526,0.2555
0.001,0.009,-2.828,2191.0,3.537,0.2675
0.001,0.01,-2.751,2242.0,3.547,0.2789
0.001,0.011,-2.684,2286.0,3.555,0.2898
0.001,0.0115,-2.654,2305.0,3.558,0.2951
0.001,0.012,-2.625,2324.0,3.562,0.3002
0.001,0.0125,-2.597,2342.0,3.565,0.3052
0.001,0.013,-2.571,2358.0,3.568,0.3101
0.001,0.0135,-2.546,2374.0,3.572,0.3149
0.001,0.014,-2.522,2390.0,3.575,0.3196
0.001,0.0145,-2.5,2404.0,3.578,0.3241
0.002,0.0005,-5.671,532.0,2.667,0.1718
0.002,0.001,-5.092,777.0,3.047,0.1568
0.002,0.0015,-4.732,953.0,3.218,0.1577
0.002,0.002,-4.463,1102.0,3.325,0.161
0.002,0.0025,-4.254,1227.0,3.401,0.1649
0.002,0.003,-4.086,1335.0,3.458,0.1692
0.002,0.0035,-3.94,1432.0,3.501,0.1739
0.002,0.004,-3.815,1518.0,3.535,0.1788
0.002,0.0045,-3.706,1595.0,3.563,0.1837
0.002,0.005,-3.611,1662.0,3.586,0.1885
0.002,0.006,-3.455,1777.0,3.624,0.1975
0.002,0.007,-3.316,1885.0,3.655,0.2059
0.002,0.008,-3.196,1980.0,3.679,0.2143
0.002,0.009,-3.093,2061.0,3.697,0.2226
0.002,0.01,-3.005,2129.0,3.71,0.231
0.002,0.011,-2.93,2184.0,3.721,0.2392
0.002,0.0115,-2.896,2209.0,3.726,0.2432
0.002,0.012,-2.864,2232.0,3.731,0.2472
0.002,0.0125,-2.834,2253.0,3.735,0.2511
0.002,0.013,-2.805,2274.0,3.739,0.2549
0.002,0.0135,-2.777,2293.0,3.742,0.2587
0.002,0.014,-2.751,2312.0,3.746,0.2624
0.002,0.0145,-2.726,2329.0,3.749,0.266
0.002,0.015,-2.702,2346.0,3.752,0.2696
0.002,0.0155,-2.679,2362.0,3.755,0.2732
0.002,0.016,-2.657,2377.0,3.758,0.2767
0.002,0.0165,-2.635,2392.0,3.76,0.2801
0.002,0.017,-2.614,2406.0,3.763,0.2835
0.003,0.0005,-5.851,490.0,2.703,0.1647
0.003,0.001,-5.289,707.0,3.079,0.1512
0.003,0.0015,-4.937,864.0,3.252,0.1516
0.003,0.002,-4.678,995.0,3.364,0.1539
0.003,0.0025,-4.464,1116.0,3.445,0.1568
0.003,0.003,-4.29,1220.0,3.506,0.16
0.003,0.0035,-4.142,1315.0,3.554,0.1635
0.003,0.004,-4.011,1402.0,3.593,0.1673
0.003,0.0045,-3.897,1480.0,3.624,0.1711
0.003,0.005,-3.797,1551.0,3.651,0.175
0.003,0.006,-3.629,1674.0,3.694,0.1823
0.003,0.007,-3.492,1778.0,3.729,0.1891
0.003,0.008,-3.37,1875.0,3.758,0.1956
0.003,0.009,-3.262,1962.0,3.78,0.2022
0.003,0.01,-3.169,2038.0,3.798,0.2088
0.003,0.011,-3.086,2103.0,3.812,0.2155
0.003,0.0115,-3.049,2132.0,3.818,0.2188
0.003,0.012,-3.015,2159.0,3.823,0.2221
0.003,0.0125,-2.982,2184.0,3.828,0.2255
0.003,0.013,-2.951,2207.0,3.833,0.2288
0.003,0.0135,-2.921,2229.0,3.837,0.232
0.003,0.014,-2.893,2250.0,3.84,0.2353
0.003,0.0145,-2.865,2270.0,3.844,0.2386
0.003,0.015,-2.838,2289.0,3.846,0.2419
0.003,0.0155,-2.814,2307.0,3.85,0.2449
0.003,0.016,-2.789,2325.0,3.852,0.2483
0.003,0.0165,-2.764,2343.0,3.853,0.2518
0.003,0.017,-2.739,2359.0,3.854,0.2553
0.003,0.0175,-2.715,2376.0,3.854,0.2589
0.003,0.018,-2.691,2392.0,3.854,0.2627
0.003,0.0185,-2.667,2408.0,3.853,0.2667
0.004,0.0005,-5.988,459.0,2.729,0.1599
0.004,0.001,-5.433,658.0,3.1,0.1476
0.004,0.0015,-5.092,800.0,3.274,0.1478
0.004,0.002,-4.838,921.0,3.389,0.1496
0.004,0.0025,-4.626,1033.0,3.473,0.1518
0.004,0.003,-4.446,1136.0,3.538,0.1544
0.004,0.0035,-4.295,1228.0,3.589,0.1572
0.004,0.004,-4.163,1312.0,3.63,0.1603
0.004,0.0045,-4.045,1391.0,3.664,0.1634
0.004,0.005,-3.941,1463.0,3.693,0.1666
0.004,0.006,-3.766,1589.0,3.741,0.1727
0.004,0.007,-3.621,1699.0,3.78,0.1784
0.004,0.008,-3.501,1793.0,3.811,0.1839
0.004,0.009,-3.39,1883.0,3.837,0.1894
0.004,0.01,-3.294,1963.0,3.858,0.1949
0.004,0.011,-3.208,2032.0,3.874,0.2006
0.004,0.0115,-3.168,2065.0,3.881,0.2035
0.004,0.012,-3.131,2095.0,3.887,0.2064
0.004,0.0125,-3.095,2123.0,3.893,0.2093
0.004,0.013,-3.061,2150.0,3.897,0.2123
0.004,0.0135,-3.028,2175.0,3.901,0.2154
0.004,0.014,-2.997,2199.0,3.905,0.2186
0.004,0.0145,-2.966,2222.0,3.907,0.2219
0.004,0.015,-2.935,2244.0,3.908,0.2253
0.004,0.0155,-2.904,2266.0,3.909,0.2289
0.004,0.016,-2.874,2287.0,3.908,0.2327
0.004,0.0165,-2.843,2308.0,3.907,0.2367
0.004,0.017,-2.812,2329.0,3.904,0.241
0.004,0.0175,-2.782,2348.0,3.901,0.2454
0.004,0.018,-2.751,2368.0,3.896,0.2501
0.004,0.0185,-2.72,2387.0,3.892,0.255
0.004,0.019,-2.69,2405.0,3.886,0.2601
0.006,0.0005,-6.174,421.0,2.762,0.154
0.006,0.001,-5.633,596.0,3.126,0.1431
0.006,0.0015,-5.299,722.0,3.302,0.1432
0.006,0.002,-5.05,830.0,3.419,0.1444
0.006,0.0025,-4.856,922.0,3.506,0.1461
0.006,0.003,-4.675,1017.0,3.575,0.1479
0.006,0.0035,-4.515,1108.0,3.629,0.15
0.006,0.004,-4.38,1188.0,3.674,0.1523
0.006,0.0045,-4.261,1263.0,3.712,0.1546
0.006,0.005,-4.154,1333.0,3.745,0.1569
0.006,0.006,-3.971,1460.0,3.799,0.1615
0.006,0.007,-3.82,1572.0,3.843,0.1658
0.006,0.008,-3.689,1674.0,3.88,0.17
0.006,0.009,-3.577,1764.0,3.909,0.1742
0.006,0.01,-3.476,1846.0,3.934,0.1785
0.006,0.011,-3.383,1923.0,3.954,0.1831
0.006,0.0115,-3.34,1959.0,3.962,0.1855
0.006,0.012,-3.298,1993.0,3.968,0.1881
0.006,0.0125,-3.257,2026.0,3.973,0.1908
0.006,0.013,-3.215,2060.0,3.977,0.1938
0.006,0.0135,-3.172,2093.0,3.978,0.1972
0.006,0.014,-3.128,2126.0,3.977,0.201
0.006,0.0145,-3.085,2158.0,3.975,0.205
0.006,0.015,-3.041,2189.0,3.971,0.2095
0.006,0.0155,-2.997,2219.0,3.965,0.2144
0.006,0.016,-2.954,2248.0,3.958,0.2197
0.006,0.0165,-2.911,2276.0,3.95,0.2251
0.006,0.017,-2.869,2303.0,3.942,0.2308
0.006,0.0175,-2.83,2327.0,3.933,0.2365
0.006,0.018,-2.791,2351.0,3.924,0.2423
0.006,0.0185,-2.754,2373.0,3.915,0.2482
0.006,0.019,-2.72,2393.0,3.907,0.2539
0.006,0.0195,-2.687,2412.0,3.9,0.2594
0.008,0.0005,-6.291,398.0,2.784,0.1501
0.008,0.001,-5.77,556.0,3.144,0.1403
0.008,0.0015,-5.443,671.0,3.32,0.1403
0.008,0.002,-5.198,770.0,3.438,0.1413
0.008,0.0025,-5.006,856.0,3.527,0.1427
0.008,0.003,-4.84,937.0,3.597,0.1442
0.008,0.0035,-4.679,1022.0,3.654,0.1458
0.008,0.004,-4.538,1102.0,3.701,0.1476
0.008,0.0045,-4.417,1174.0,3.742,0.1494
0.008,0.005,-4.309,1242.0,3.777,0.1513
0.008,0.006,-4.124,1365.0,3.836,0.1549
0.008,0.007,-3.969,1476.0,3.883,0.1584
0.008,0.008,-3.836,1576.0,3.923,0.1617
0.008,0.009,-3.716,1672.0,3.956,0.1651
0.008,0.01,-3.61,1758.0,3.983,0.1687
0.008,0.011,-3.511,1839.0,4.004,0.1728
0.008,0.0115,-3.462,1879.0,4.012,0.1751
0.008,0.012,-3.414,1919.0,4.018,0.1776
0.008,0.0125,-3.363,1959.0,4.021,0.1806
0.008,0.013,-3.309,2000.0,4.02,0.1844
0.008,0.0135,-3.255,2042.0,4.018,0.1883
0.008,0.014,-3.198,2084.0,4.012,0.193
0.008,0.0145,-3.14,2126.0,4.005,0.1982
0.008,0.015,-3.084,2165.0,3.995,0.2038
0.008,0.0155,-3.031,2201.0,3.985,0.2097
0.008,0.016,-2.98,2235.0,3.974,0.2156
0.008,0.0165,-2.933,2265.0,3.964,0.2215
0.008,0.017,-2.889,2293.0,3.954,0.2275
0.008,0.0175,-2.848,2319.0,3.945,0.2333
0.008,0.018,-2.808,2343.0,3.936,0.2391
0.008,0.0185,-2.771,2365.0,3.927,0.2449
0.008,0.019,-2.737,2386.0,3.919,0.2503
0.008,0.0195,-2.705,2405.0,3.913,0.2556
0.01,0.0005,-6.383,382.0,2.801,0.1471
0.01,0.001,-5.877,527.0,3.156,0.1382
0.01,0.0015,-5.556,634.0,3.333,0.1382
0.01,0.002,-5.311,727.0,3.452,0.1391
0.01,0.0025,-5.119,809.0,3.541,0.1404
0.01,0.003,-4.96,882.0,3.612,0.1416
0.01,0.0035,-4.808,958.0,3.671,0.143
0.01,0.004,-4.666,1035.0,3.72,0.1444
0.01,0.0045,-4.54,1107.0,3.762,0.1459
0.01,0.005,-4.431,1172.0,3.799,0.1475
0.01,0.006,-4.244,1292.0,3.861,0.1505
0.01,0.007,-4.089,1400.0,3.911,0.1534
0.01,0.008,-3.953,1500.0,3.954,0.1561
0.01,0.009,-3.834,1593.0,3.989,0.159
0.01,0.01,-3.719,1685.0,4.019,0.162
0.01,0.011,-3.613,1771.0,4.04,0.1657
0.01,0.0115,-3.558,1815.0,4.047,0.1681
0.01,0.012,-3.499,1862.0,4.051,0.171
0.01,0.0125,-3.436,1911.0,4.051,0.1745
0.01,0.013,-3.37,1962.0,4.047,0.1788
0.01,0.0135,-3.301,2012.0,4.039,0.1838
0.01,0.014,-3.232,2063.0,4.029,0.1893
0.01,0.0145,-3.166,2110.0,4.018,0.1953
0.01,0.015,-3.105,2153.0,4.006,0.2013
0.01,0.0155,-3.048,2192.0,3.994,0.2074
0.01,0.016,-2.996,2227.0,3.983,0.2134
0.01,0.0165,-2.948,2258.0,3.973,0.2193
0.01,0.017,-2.904,2286.0,3.964,0.225
0.01,0.0175,-2.863,2312.0,3.955,0.2306
0.01,0.018,-2.825,2336.0,3.947,0.236
0.01,0.0185,-2.789,2358.0,3.939,0.2414
0.01,0.019,-2.756,2378.0,3.933,0.2465
0.01,0.0195,-2.727,2396.0,3.928,0.2511
0.01,0.02,-2.698,2414.0,3.923,0.2558
0.015,0.0005,-6.545,354.0,2.83,0.1422
0.015,0.001,-6.068,478.0,3.178,0.1349
0.015,0.0015,-5.755,572.0,3.354,0.1349
0.015,0.002,-5.512,656.0,3.474,0.1357
0.015,0.0025,-5.319,731.0,3.564,0.1366
0.015,0.003,-5.159,798.0,3.637,0.1377
0.015,0.0035,-5.02,861.0,3.698,0.1387
0.015,0.004,-4.89,925.0,3.75,0.1397
0.015,0.0045,-4.765,991.0,3.794,0.1407
0.015,0.005,-4.652,1053.0,3.834,0.1417
0.015,0.006,-4.461,1167.0,3.9,0.1438
0.015,0.007,-4.301,1270.0,3.955,0.1459
0.015,0.008,-4.165,1365.0,4.001,0.1478
0.015,0.009,-4.042,1455.0,4.041,0.1498
0.015,0.01,-3.924,1546.0,4.073,0.1522
0.015,0.011,-3.787,1651.0,4.093,0.156
0.015,0.0115,-3.709,1712.0,4.096,0.1588
0.015,0.012,-3.623,1778.0,4.094,0.1627
0.015,0.0125,-3.534,1845.0,4.088,0.1672
0.015,0.013,-3.436,1917.0,4.074,0.1733
0.015,0.0135,-3.35,1981.0,4.061,0.1793
0.015,0.014,-3.272,2038.0,4.048,0.1854
0.015,0.0145,-3.2,2090.0,4.034,0.1916
0.015,0.015,-3.138,2133.0,4.024,0.1972
0.015,0.0155,-3.084,2171.0,4.014,0.2026
0.015,0.016,-3.036,2205.0,4.007,0.2077
0.015,0.0165,-2.991,2235.0,3.999,0.2128
0.015,0.017,-2.951,2263.0,3.993,0.2176
0.015,0.0175,-2.917,2286.0,3.989,0.2218
0.015,0.018,-2.883,2308.0,3.985,0.226
0.015,0.0185,-2.856,2328.0,3.983,0.2294
0.015,0.019,-2.833,2344.0,3.985,0.2322
0.015,0.0195,-2.813,2359.0,3.987,0.2346
0.015,0.02,-2.799,2371.0,3.993,0.236
0.015,0.022,-2.799,2393.0,4.05,0.2316
0.015,0.024,-2.808,2409.0,4.108,0.2264
0.02,0.0005,-6.662,335.0,2.852,0.1387
0.02,0.001,-6.216,443.0,3.193,0.1326
0.02,0.0015,-5.902,530.0,3.368,0.1327
0.02,0.002,-5.67,604.0,3.489,0.1333
0.02,0.0025,-5.471,676.0,3.581,0.1341
0.02,0.003,-5.309,739.0,3.654,0.135
0.02,0.0035,-5.17,798.0,3.716,0.1358
0.02,0.004,-5.047,854.0,3.769,0.1366
0.02,0.0045,-4.933,910.0,3.815,0.1373
0.02,0.005,-4.82,968.0,3.856,0.138
0.02,0.006,-4.625,1078.0,3.926,0.1396
0.02,0.007,-4.465,1176.0,3.984,0.141
0.02,0.008,-4.324,1268.0,4.033,0.1425
0.02,0.009,-4.2,1355.0,4.075,0.144
0.02,0.01,-4.075,1447.0,4.109,0.146
0.02,0.011,-3.919,1562.0,4.127,0.1499
0.02,0.0115,-3.817,1638.0,4.127,0.1533
0.02,0.012,-3.699,1726.0,4.119,0.1581
0.02,0.0125,-3.583,1811.0,4.105,0.164
0.02,0.013,-3.474,1893.0,4.089,0.1704
0.02,0.0135,-3.379,1962.0,4.073,0.1768
0.02,0.014,-3.302,2018.0,4.061,0.1825
0.02,0.0145,-3.233,2069.0,4.05,0.1881
0.02,0.015,-3.176,2111.0,4.043,0.193
0.02,0.0155,-3.127,2147.0,4.037,0.1974
0.02,0.016,-3.087,2177.0,4.035,0.2011
0.02,0.0165,-3.052,2202.0,4.034,0.2044
0.02,0.017,-3.023,2225.0,4.035,0.2072
0.02,0.0175,-3.006,2240.0,4.042,0.2085
0.02,0.018,-2.989,2255.0,4.05,0.2096
0.02,0.0185,-2.987,2262.0,4.065,0.2089
0.02,0.019,-2.996,2263.0,4.086,0.2066
0.02,0.0195,-3.007,2262.0,4.108,0.204
0.02,0.02,-3.02,2261.0,4.131,0.2013
0.02,0.022,-3.032,2275.0,4.195,0.196
0.02,0.024,-3.007,2309.0,4.234,0.1959
0.02,0.026,-2.979,2342.0,4.265,0.1966
0.02,0.028,-2.944,2378.0,4.289,0.1986
0.02,0.03,-2.91,2412.0,4.309,0.2008
0.03,0.0005,-6.822,311.0,2.882,0.134
0.03,0.001,-6.422,397.0,3.211,0.1298
0.03,0.0015,-6.1,478.0,3.386,0.1299
0.03,0.002,-5.875,543.0,3.507,0.1305
0.03,0.0025,-5.685,604.0,3.6,0.1311
0.03,0.003,-5.517,664.0,3.675,0.1318
0.03,0.0035,-5.375,719.0,3.738,0.1324
0.03,0.004,-5.251,770.0,3.792,0.1329
0.03,0.0045,-5.14,820.0,3.84,0.1334
0.03,0.005,-5.038,868.0,3.883,0.1339
0.03,0.006,-4.848,965.0,3.957,0.1347
0.03,0.007,-4.684,1057.0,4.018,0.1356
0.03,0.008,-4.543,1143.0,4.071,0.1365
0.03,0.009,-4.412,1227.0,4.115,0.1375
0.03,0.01,-4.272,1322.0,4.15,0.1393
0.03,0.011,-4.067,1463.0,4.163,0.1439
0.03,0.0115,-3.925,1563.0,4.155,0.1485
0.03,0.012,-3.772,1675.0,4.14,0.1543
0.03,0.0125,-3.636,1775.0,4.123,0.1606
0.03,0.013,-3.526,1857.0,4.108,0.1666
0.03,0.0135,-3.439,1922.0,4.097,0.1719
0.03,0.014,-3.376,1970.0,4.093,0.1759
0.03,0.0145,-3.323,2011.0,4.091,0.1795
0.03,0.015,-3.291,2038.0,4.097,0.1813
0.03,0.0155,-3.276,2054.0,4.11,0.1816
0.03,0.016,-3.283,2055.0,4.132,0.1799
0.03,0.0165,-3.31,2044.0,4.162,0.1765
0.03,0.017,-3.331,2035.0,4.189,0.1736
0.03,0.0175,-3.352,2027.0,4.215,0.1709
0.03,0.018,-3.354,2030.0,4.233,0.1698
0.03,0.0185,-3.356,2034.0,4.25,0.1688
0.03,0.019,-3.359,2038.0,4.268,0.1676
0.03,0.0195,-3.354,2047.0,4.281,0.1672
0.03,0.02,-3.346,2057.0,4.293,0.1671
0.03,0.022,-3.305,2104.0,4.333,0.1674
0.03,0.024,-3.253,2159.0,4.362,0.169
0.03,0.026,-3.202,2210.0,4.387,0.1708
0.03,0.028,-3.152,2260.0,4.408,0.1732
0.03,0.03,-3.104,2306.0,4.425,0.1758
0.03,0.033,-3.037,2367.0,4.446,0.18
0.03,0.035,-2.996,2404.0,4.457,0.1829
0.04,0.0005,-6.945,293.0,2.905,0.1306
0.04,0.001,-6.554,371.0,3.224,0.1279
0.04,0.0015,-6.246,443.0,3.399,0.1281
0.04,0.002,-6.022,502.0,3.519,0.1287
0.04,0.0025,-5.841,556.0,3.613,0.1292
0.04,0.003,-5.676,611.0,3.689,0.1297
0.04,0.0035,-5.529,663.0,3.753,0.1301
0.04,0.004,-5.403,712.0,3.808,0.1306
0.04,0.0045,-5.29,759.0,3.857,0.1309
0.04,0.005,-5.189,804.0,3.901,0.1312
0.04,0.006,-5.009,889.0,3.976,0.1317
0.04,0.007,-4.844,976.0,4.04,0.1322
0.04,0.008,-4.702,1057.0,4.095,0.1327
0.04,0.009,-4.57,1138.0,4.141,0.1334
0.04,0.01,-4.416,1236.0,4.177,0.1351
0.04,0.011,-4.166,1399.0,4.184,0.1404
0.04,0.0115,-3.99,1520.0,4.171,0.1458
0.04,0.012,-3.82,1642.0,4.153,0.152
0.04,0.0125,-3.683,1743.0,4.138,0.1579
0.04,0.013,-3.586,1816.0,4.129,0.1627
0.04,0.0135,-3.515,1871.0,4.126,0.1662
0.04,0.014,-3.481,1900.0,4.135,0.1675
0.04,0.0145,-3.468,1915.0,4.151,0.1675
0.04,0.015,-3.496,1902.0,4.182,0.1644
0.04,0.0155,-3.54,1877.0,4.217,0.1604
0.04,0.016,-3.579,1855.0,4.25,0.157
0.04,0.0165,-3.599,1847.0,4.275,0.1549
0.04,0.017,-3.601,1850.0,4.294,0.1539
0.04,0.0175,-3.602,1855.0,4.311,0.153
0.04,0.018,-3.593,1867.0,4.325,0.1527
0.04,0.0185,-3.584,1878.0,4.338,0.1525
0.04,0.019,-3.573,1891.0,4.351,0.1523
0.04,0.0195,-3.56,1905.0,4.362,0.1524
0.04,0.02,-3.547,1919.0,4.372,0.1524
0.04,0.022,-3.488,1978.0,4.409,0.1534
0.04,0.024,-3.423,2043.0,4.436,0.1551
0.04,0.026,-3.361,2104.0,4.461,0.157
0.04,0.028,-3.301,2163.0,4.481,0.1593
0.04,0.03,-3.245,2217.0,4.498,0.1616
0.04,0.033,-3.167,2291.0,4.519,0.1654
0.04,0.035,-3.121,2334.0,4.531,0.168
0.04,0.038,-3.061,2390.0,4.547,0.1718
0.04,0.04,-3.023,2425.0,4.556,0.1744
0.06,0.0005,-7.122,270.0,2.936,0.126
0.06,0.001,-6.705,343.0,3.241,0.1254
0.06,0.0015,-6.461,395.0,3.414,0.1258
0.06,0.002,-6.221,452.0,3.535,0.1264
0.06,0.0025,-6.046,499.0,3.629,0.1268
0.06,0.003,-5.894,544.0,3.706,0.1272
0.06,0.0035,-5.751,590.0,3.771,0.1274
0.06,0.004,-5.623,635.0,3.828,0.1276
0.06,0.0045,-5.507,678.0,3.878,0.1278
0.06,0.005,-5.403,719.0,3.923,0.1279
0.06,0.006,-5.222,798.0,4.001,0.128
0.06,0.007,-5.067,872.0,4.067,0.1282
0.06,0.008,-4.923,947.0,4.124,0.1283
0.06,0.009,-4.786,1023.0,4.173,0.1286
0.06,0.01,-4.616,1122.0,4.209,0.1301
0.06,0.011,-4.287,1324.0,4.209,0.1365
0.06,0.0115,-4.074,1465.0,4.19,0.1426
0.06,0.012,-3.904,1584.0,4.175,0.1483
0.06,0.0125,-3.795,1665.0,4.17,0.1521
0.06,0.013,-3.748,1704.0,4.18,0.1533
0.06,0.0135,-3.749,1709.0,4.203,0.1522
0.06,0.014,-3.822,1663.0,4.245,0.1477
0.06,0.0145,-3.887,1624.0,4.283,0.1439
0.06,0.015,-3.928,1600.0,4.314,0.1412
0.06,0.0155,-3.941,1596.0,4.337,0.1398
0.06,0.016,-3.942,1601.0,4.356,0.1389
0.06,0.0165,-3.935,1610.0,4.373,0.1383
0.06,0.017,-3.921,1625.0,4.388,0.1381
0.06,0.0175,-3.906,1640.0,4.402,0.1379
0.06,0.018,-3.886,1659.0,4.414,0.1379
0.06,0.0185,-3.867,1677.0,4.425,0.1379
0.06,0.019,-3.848,1695.0,4.436,0.138
0.06,0.0195,-3.828,1714.0,4.447,0.1382
0.06,0.02,-3.808,1732.0,4.457,0.1384
0.06,0.022,-3.729,1806.0,4.492,0.1394
0.06,0.024,-3.65,1881.0,4.52,0.1408
0.06,0.026,-3.578,1949.0,4.546,0.1424
0.06,0.028,-3.511,2015.0,4.567,0.1441
0.06,0.03,-3.447,2077.0,4.586,0.1459
0.06,0.033,-3.358,2164.0,4.61,0.1489
0.06,0.035,-3.304,2217.0,4.624,0.151
0.06,0.038,-3.232,2287.0,4.641,0.1542
0.06,0.04,-3.188,2329.0,4.651,0.1564
0.06,0.043,-3.13,2384.0,4.665,0.1596
0.06,0.045,-3.093,2417.0,4.673,0.1618
0.08,0.0005,-7.246,254.0,2.957,0.123
0.08,0.001,-6.805,327.0,3.254,0.1236
0.08,0.0015,-6.586,370.0,3.425,0.1243
0.08,0.002,-6.366,419.0,3.546,0.1248
0.08,0.0025,-6.186,463.0,3.64,0.1252
0.08,0.003,-6.04,503.0,3.717,0.1256
0.08,0.0035,-5.907,543.0,3.783,0.1257
0.08,0.004,-5.781,584.0,3.84,0.1258
0.08,0.0045,-5.667,623.0,3.891,0.1258
0.08,0.005,-5.562,662.0,3.937,0.1258
0.08,0.006,-5.377,737.0,4.017,0.1257
0.08,0.007,-5.221,806.0,4.084,0.1256
0.08,0.008,-5.081,874.0,4.143,0.1256
0.08,0.009,-4.941,947.0,4.193,0.1257
0.08,0.01,-4.757,1047.0,4.229,0.1271
0.08,0.011,-4.372,1272.0,4.224,0.1341
0.08,0.0115,-4.141,1421.0,4.205,0.1402
0.08,0.012,-3.993,1524.0,4.197,0.1445
0.08,0.0125,-3.934,1569.0,4.206,0.1459
0.08,0.013,-3.966,1553.0,4.237,0.1436
0.08,0.0135,-4.046,1505.0,4.279,0.1394
0.08,0.014,-4.134,1452.0,4.321,0.1354
0.08,0.0145,-4.163,1438.0,4.348,0.1335
0.08,0.015,-4.174,1436.0,4.371,0.1322
0.08,0.0155,-4.168,1444.0,4.39,0.1315
0.08,0.016,-4.157,1456.0,4.407,0.1311
0.08,0.0165,-4.14,1472.0,4.422,0.1308
0.08,0.017,-4.119,1491.0,4.436,0.1307
0.08,0.0175,-4.098,1509.0,4.449,0.1306
0.08,0.018,-4.075,1529.0,4.461,0.1306
0.08,0.0185,-4.052,1549.0,4.472,0.1307
0.08,0.019,-4.029,1569.0,4.483,0.1308
0.08,0.0195,-4.006,1589.0,4.494,0.1309
0.08,0.02,-3.984,1609.0,4.504,0.131
0.08,0.022,-3.895,1688.0,4.54,0.1319
0.08,0.024,-3.81,1765.0,4.57,0.133
0.08,0.026,-3.733,1837.0,4.597,0.1342
0.08,0.028,-3.659,1907.0,4.62,0.1356
0.08,0.03,-3.592,1971.0,4.641,0.137
0.08,0.033,-3.498,2063.0,4.667,0.1394
0.08,0.035,-3.44,2120.0,4.683,0.1411
0.08,0.038,-3.361,2199.0,4.702,0.1437
0.08,0.04,-3.313,2246.0,4.714,0.1455
0.08,0.043,-3.248,2310.0,4.729,0.1483
0.08,0.045,-3.209,2348.0,4.737,0.1502
0.08,0.048,-3.155,2400.0,4.749,0.1531
0.08,0.05,-3.121,2431.0,4.756,0.1549
0.1,0.0005,-7.345,242.0,2.973,0.1207
0.1,0.001,-6.886,313.0,3.264,0.1221
0.1,0.0015,-6.672,353.0,3.433,0.1231
0.1,0.002,-6.482,393.0,3.554,0.1237
0.1,0.0025,-6.293,438.0,3.648,0.1241
0.1,0.003,-6.15,475.0,3.725,0.1244
0.1,0.0035,-6.021,511.0,3.791,0.1245
0.1,0.004,-5.904,547.0,3.849,0.1245
0.1,0.0045,-5.79,584.0,3.901,0.1245
0.1,0.005,-5.686,620.0,3.947,0.1244
0.1,0.006,-5.502,690.0,4.028,0.1241
0.1,0.007,-5.342,757.0,4.097,0.1239
0.1,0.008,-5.202,821.0,4.156,0.1236
0.1,0.009,-5.064,889.0,4.208,0.1236
0.1,0.01,-4.867,991.0,4.244,0.1249
0.1,0.011,-4.439,1232.0,4.236,0.1323
0.1,0.0115,-4.205,1380.0,4.218,0.1381
0.1,0.012,-4.094,1457.0,4.22,0.1408
0.1,0.0125,-4.091,1464.0,4.243,0.1398
0.1,0.013,-4.188,1407.0,4.287,0.1355
0.1,0.0135,-4.283,1351.0,4.329,0.1316
0.1,0.014,-4.337,1322.0,4.362,0.1291
0.1,0.0145,-4.346,1321.0,4.385,0.128
0.1,0.015,-4.343,1328.0,4.405,0.1272
0.1,0.0155,-4.329,1341.0,4.422,0.1268
0.1,0.016,-4.311,1356.0,4.438,0.1264
0.1,0.0165,-4.29,1374.0,4.453,0.1262
0.1,0.017,-4.266,1394.0,4.466,0.1261
0.1,0.0175,-4.242,1414.0,4.479,0.1261
0.1,0.018,-4.216,1435.0,4.491,0.1261
0.1,0.0185,-4.19,1456.0,4.503,0.1261
0.1,0.019,-4.165,1477.0,4.514,0.1262
0.1,0.0195,-4.14,1498.0,4.525,0.1263
0.1,0.02,-4.115,1519.0,4.535,0.1264
0.1,0.022,-4.021,1600.0,4.573,0.127
0.1,0.024,-3.933,1678.0,4.605,0.1278
0.1,0.026,-3.852,1751.0,4.633,0.1288
0.1,0.028,-3.776,1821.0,4.658,0.1299
0.1,0.03,-3.706,1888.0,4.68,0.1311
0.1,0.033,-3.608,1982.0,4.708,0.133
0.1,0.035,-3.549,2041.0,4.725,0.1344
0.1,0.038,-3.466,2123.0,4.746,0.1366
0.1,0.04,-3.415,2174.0,4.759,0.1381
0.1,0.043,-3.345,2244.0,4.775,0.1405
0.1,0.045,-3.303,2285.0,4.785,0.1422
0.1,0.048,-3.245,2342.0,4.798,0.1447
0.1,0.05,-3.21,2377.0,4.805,0.1464
0.1,0.053,-3.16,2425.0,4.816,0.1489
0.15,0.0005,-7.522,222.0,3.001,0.1169
0.15,0.001,-7.043,290.0,3.283,0.1195
0.15,0.0015,-6.81,329.0,3.449,0.1209
