age(Gyr),M/MSun,logL/Lsun,Teff(K),logg,R/Rsun
0.2,0.0125,-4.643,1137.0,4.356,0.1228
0.2,0.013,-4.766,1072.0,4.395,0.1198
0.2,0.0135,-4.866,1023.0,4.428,0.1174
0.2,0.014,-4.903,1007.0,4.454,0.1161
0.2,0.0145,-4.899,1012.0,4.474,0.1154
0.2,0.015,-4.879,1026.0,4.492,0.115
0.2,0.0155,-4.854,1042.0,4.509,0.1146
0.2,0.016,-4.826,1060.0,4.525,0.1143
0.2,0.0165,-4.798,1079.0,4.541,0.1141
0.2,0.017,-4.769,1099.0,4.555,0.1139
0.2,0.0175,-4.739,1119.0,4.569,0.1137
0.2,0.018,-4.709,1139.0,4.583,0.1135
0.2,0.0185,-4.679,1159.0,4.596,0.1133
0.2,0.019,-4.651,1180.0,4.609,0.1131
0.2,0.0195,-4.622,1200.0,4.621,0.113
0.2,0.02,-4.594,1220.0,4.633,0.1129
0.2,0.022,-4.487,1300.0,4.678,0.1125
0.2,0.024,-4.387,1379.0,4.718,0.1122
0.2,0.026,-4.296,1454.0,4.754,0.112
0.2,0.028,-4.211,1527.0,4.786,0.112
0.2,0.03,-4.129,1600.0,4.816,0.1121
0.2,0.033,-4.018,1704.0,4.855,0.1123
0.2,0.035,-3.947,1773.0,4.879,0.1126
0.2,0.038,-3.849,1871.0,4.91,0.1131
0.2,0.04,-3.789,1933.0,4.929,0.1136
0.2,0.043,-3.702,2025.0,4.954,0.1144
0.2,0.045,-3.648,2083.0,4.969,0.1151
0.2,0.048,-3.572,2166.0,4.989,0.1161
0.2,0.05,-3.525,2218.0,5.001,0.1169
0.2,0.053,-3.459,2291.0,5.016,0.1182
0.2,0.055,-3.419,2335.0,5.026,0.1191
0.2,0.058,-3.364,2397.0,5.039,0.1206
0.2,0.06,-3.329,2435.0,5.046,0.1216
0.3,0.0005,-7.971,177.0,3.054,0.1099
0.3,0.001,-7.432,237.0,3.322,0.1142
0.3,0.0015,-7.128,280.0,3.483,0.1162
0.3,0.002,-6.928,312.0,3.598,0.1176
0.3,0.0025,-6.778,339.0,3.689,0.1184
0.3,0.003,-6.664,361.0,3.765,0.1189
0.3,0.0035,-6.563,383.0,3.831,0.119
0.3,0.004,-6.47,404.0,3.889,0.1189
0.3,0.0045,-6.385,424.0,3.942,0.1186
0.3,0.005,-6.3,446.0,3.99,0.1183
0.3,0.006,-6.147,489.0,4.075,0.1176
0.3,0.007,-6.01,531.0,4.148,0.1168
0.3,0.008,-5.883,573.0,4.212,0.116
0.3,0.009,-5.762,617.0,4.269,0.1152
0.3,0.01,-5.635,665.0,4.319,0.1146
0.3,0.011,-5.405,758.0,4.357,0.1151
0.3,0.0115,-5.151,870.0,4.362,0.117
0.3,0.012,-4.931,979.0,4.366,0.1189
0.3,0.0125,-4.996,950.0,4.397,0.1172
0.3,0.013,-5.116,895.0,4.431,0.1149
0.3,0.0135,-5.182,868.0,4.458,0.1134
0.3,0.014,-5.19,867.0,4.48,0.1126
0.3,0.0145,-5.173,877.0,4.5,0.1121
0.3,0.015,-5.143,894.0,4.517,0.1117
0.3,0.0155,-5.112,912.0,4.534,0.1114
0.3,0.016,-5.083,928.0,4.551,0.111
0.3,0.0165,-5.049,948.0,4.566,0.1108
0.3,0.017,-5.016,967.0,4.581,0.1105
0.3,0.0175,-4.987,985.0,4.596,0.1102
0.3,0.018,-4.953,1005.0,4.61,0.11
0.3,0.0185,-4.922,1024.0,4.623,0.1098
0.3,0.019,-4.893,1042.0,4.637,0.1096
0.3,0.0195,-4.862,1062.0,4.65,0.1094
0.3,0.02,-4.834,1080.0,4.662,0.1092
0.3,0.022,-4.722,1156.0,4.709,0.1086
0.3,0.024,-4.619,1229.0,4.75,0.1081
0.3,0.026,-4.524,1301.0,4.788,0.1077
0.3,0.028,-4.436,1370.0,4.823,0.1074
0.3,0.03,-4.355,1437.0,4.854,0.1072
0.3,0.033,-4.243,1533.0,4.897,0.107
0.3,0.035,-4.174,1596.0,4.923,0.107
0.3,0.038,-4.072,1691.0,4.958,0.1071
0.3,0.04,-4.009,1753.0,4.979,0.1072
0.3,0.043,-3.92,1842.0,5.007,0.1076
0.3,0.045,-3.865,1899.0,5.025,0.1079
0.3,0.048,-3.786,1982.0,5.048,0.1085
0.3,0.05,-3.736,2036.0,5.062,0.1089
0.3,0.053,-3.665,2113.0,5.082,0.1097
0.3,0.055,-3.619,2163.0,5.093,0.1103
0.3,0.058,-3.556,2234.0,5.108,0.1113
0.3,0.06,-3.516,2279.0,5.118,0.112
0.3,0.063,-3.459,2342.0,5.13,0.1131
0.3,0.064,-3.442,2362.0,5.133,0.1135
0.3,0.065,-3.425,2381.0,5.137,0.1139
0.3,0.066,-3.407,2400.0,5.14,0.1144
0.3,0.067,-3.39,2419.0,5.144,0.1148
0.4,0.0005,-8.126,163.0,3.07,0.108
0.4,0.001,-7.58,219.0,3.334,0.1126
0.4,0.0015,-7.264,260.0,3.494,0.1147
0.4,0.002,-7.06,291.0,3.609,0.1162
0.4,0.0025,-6.902,317.0,3.699,0.117
0.4,0.003,-6.778,340.0,3.774,0.1175
0.4,0.0035,-6.683,359.0,3.84,0.1177
0.4,0.004,-6.595,378.0,3.898,0.1176
0.4,0.0045,-6.509,397.0,3.951,0.1174
0.4,0.005,-6.432,416.0,3.999,0.1171
0.4,0.006,-6.282,455.0,4.084,0.1164
0.4,0.007,-6.153,492.0,4.157,0.1156
0.4,0.008,-6.032,529.0,4.222,0.1147
0.4,0.009,-5.916,567.0,4.279,0.1138
0.4,0.01,-5.792,611.0,4.33,0.1132
0.4,0.011,-5.579,691.0,4.37,0.1134
0.4,0.0115,-5.343,786.0,4.378,0.1149
0.4,0.012,-5.168,865.0,4.388,0.1159
0.4,0.0125,-5.249,832.0,4.419,0.1143
0.4,0.013,-5.347,792.0,4.449,0.1125
0.4,0.0135,-5.392,776.0,4.475,0.1113
0.4,0.014,-5.388,780.0,4.496,0.1106
0.4,0.0145,-5.364,793.0,4.515,0.1102
0.4,0.015,-5.333,808.0,4.533,0.1098
0.4,0.0155,-5.301,825.0,4.55,0.1094
0.4,0.016,-5.268,842.0,4.566,0.1091
0.4,0.0165,-5.234,860.0,4.582,0.1088
0.4,0.017,-5.201,878.0,4.597,0.1085
0.4,0.0175,-5.168,896.0,4.612,0.1082
0.4,0.018,-5.135,914.0,4.626,0.1079
0.4,0.0185,-5.103,932.0,4.64,0.1077
0.4,0.019,-5.072,950.0,4.654,0.1074
0.4,0.0195,-5.041,968.0,4.667,0.1072
0.4,0.02,-5.011,986.0,4.68,0.107
0.4,0.022,-4.896,1057.0,4.728,0.1062
0.4,0.024,-4.791,1126.0,4.771,0.1055
0.4,0.026,-4.694,1194.0,4.81,0.105
0.4,0.028,-4.604,1261.0,4.846,0.1045
0.4,0.03,-4.52,1325.0,4.879,0.1042
0.4,0.033,-4.406,1418.0,4.924,0.1038
0.4,0.035,-4.337,1477.0,4.951,0.1036
0.4,0.038,-4.237,1565.0,4.988,0.1034
0.4,0.04,-4.173,1624.0,5.011,0.1034
0.4,0.043,-4.084,1709.0,5.041,0.1035
0.4,0.045,-4.026,1766.0,5.06,0.1036
0.4,0.048,-3.945,1848.0,5.086,0.1039
0.4,0.05,-3.894,1901.0,5.102,0.1041
0.4,0.053,-3.821,1978.0,5.123,0.1046
0.4,0.055,-3.773,2029.0,5.136,0.105
0.4,0.058,-3.706,2103.0,5.153,0.1056
0.4,0.06,-3.662,2151.0,5.164,0.1061
0.4,0.063,-3.6,2220.0,5.178,0.107
0.4,0.064,-3.58,2242.0,5.182,0.1074
0.4,0.065,-3.56,2265.0,5.186,0.1077
0.4,0.066,-3.541,2286.0,5.19,0.1081
0.4,0.067,-3.521,2308.0,5.193,0.1085
0.4,0.068,-3.503,2329.0,5.196,0.1088
0.4,0.069,-3.484,2349.0,5.199,0.1093
0.4,0.07,-3.466,2369.0,5.202,0.1097
0.4,0.071,-3.448,2389.0,5.205,0.1101
0.4,0.072,-3.431,2408.0,5.207,0.1106
0.6,0.0005,-8.342,146.0,3.089,0.1056
0.6,0.001,-7.79,196.0,3.35,0.1106
0.6,0.0015,-7.464,234.0,3.51,0.1127
0.6,0.002,-7.252,263.0,3.623,0.1142
0.6,0.0025,-7.088,287.0,3.713,0.1151
0.6,0.003,-6.956,309.0,3.788,0.1157
0.6,0.0035,-6.849,329.0,3.853,0.1159
0.6,0.004,-6.764,345.0,3.911,0.1159
0.6,0.0045,-6.687,361.0,3.964,0.1158
0.6,0.005,-6.613,377.0,4.012,0.1155
0.6,0.006,-6.476,410.0,4.096,0.1148
0.6,0.007,-6.343,444.0,4.169,0.1139
0.6,0.008,-6.227,476.0,4.234,0.113
0.6,0.009,-6.12,509.0,4.292,0.1121
0.6,0.01,-6.006,545.0,4.344,0.1114
0.6,0.011,-5.811,610.0,4.386,0.1114
0.6,0.0115,-5.614,680.0,4.398,0.1123
0.6,0.012,-5.493,728.0,4.414,0.1126
0.6,0.0125,-5.567,702.0,4.443,0.1112
0.6,0.013,-5.633,680.0,4.47,0.1098
0.6,0.0135,-5.655,674.0,4.493,0.109
0.6,0.014,-5.64,682.0,4.514,0.1084
0.6,0.0145,-5.613,694.0,4.532,0.108
0.6,0.015,-5.581,708.0,4.55,0.1076
0.6,0.0155,-5.548,723.0,4.568,0.1072
0.6,0.016,-5.515,738.0,4.584,0.1068
0.6,0.0165,-5.482,753.0,4.6,0.1065
0.6,0.017,-5.449,769.0,4.616,0.1062
0.6,0.0175,-5.416,785.0,4.631,0.1059
0.6,0.018,-5.384,801.0,4.646,0.1056
0.6,0.0185,-5.352,817.0,4.66,0.1053
0.6,0.019,-5.321,833.0,4.674,0.105
0.6,0.0195,-5.291,848.0,4.688,0.1047
0.6,0.02,-5.26,864.0,4.701,0.1044
0.6,0.022,-5.145,928.0,4.75,0.1035
0.6,0.024,-5.037,992.0,4.795,0.1026
0.6,0.026,-4.936,1055.0,4.837,0.1019
0.6,0.028,-4.843,1116.0,4.874,0.1012
0.6,0.03,-4.755,1178.0,4.909,0.1007
0.6,0.033,-4.636,1266.0,4.956,0.1
0.6,0.035,-4.563,1322.0,4.985,0.0996
0.6,0.038,-4.462,1404.0,5.024,0.0992
0.6,0.04,-4.4,1456.0,5.048,0.099
0.6,0.043,-4.312,1535.0,5.082,0.0987
0.6,0.045,-4.253,1588.0,5.103,0.0986
0.6,0.048,-4.171,1665.0,5.131,0.0986
0.6,0.05,-4.119,1716.0,5.149,0.0986
0.6,0.053,-4.041,1793.0,5.173,0.0988
0.6,0.055,-3.992,1843.0,5.187,0.0989
0.6,0.058,-3.921,1916.0,5.207,0.0993
0.6,0.06,-3.874,1966.0,5.219,0.0996
0.6,0.063,-3.804,2040.0,5.235,0.1002
0.6,0.064,-3.781,2065.0,5.24,0.1005
0.6,0.065,-3.758,2090.0,5.244,0.1007
0.6,0.066,-3.735,2114.0,5.248,0.101
0.6,0.067,-3.712,2139.0,5.252,0.1013
0.6,0.068,-3.69,2164.0,5.256,0.1017
0.6,0.069,-3.667,2188.0,5.259,0.102
0.6,0.07,-3.644,2213.0,5.262,0.1024
0.6,0.071,-3.621,2238.0,5.264,0.1029
0.6,0.072,-3.598,2262.0,5.267,0.1033
0.6,0.073,-3.575,2287.0,5.269,0.1038
0.6,0.074,-3.553,2311.0,5.27,0.1043
0.6,0.075,-3.53,2335.0,5.271,0.1049
0.6,0.077,-3.486,2382.0,5.273,0.106
0.6,0.078,-3.464,2405.0,5.273,0.1067
0.8,0.0005,-8.496,134.0,3.101,0.1042
0.8,0.001,-7.946,180.0,3.361,0.1092
0.8,0.0015,-7.614,216.0,3.52,0.1113
0.8,0.002,-7.394,243.0,3.633,0.1129
0.8,0.0025,-7.228,267.0,3.723,0.1138
0.8,0.003,-7.09,288.0,3.798,0.1144
0.8,0.0035,-6.978,307.0,3.863,0.1147
0.8,0.004,-6.885,324.0,3.92,0.1147
0.8,0.0045,-6.807,339.0,3.972,0.1146
0.8,0.005,-6.735,353.0,4.02,0.1143
0.8,0.006,-6.608,381.0,4.104,0.1137
0.8,0.007,-6.488,410.0,4.178,0.1128
0.8,0.008,-6.367,441.0,4.243,0.1119
0.8,0.009,-6.259,472.0,4.301,0.111
0.8,0.01,-6.15,504.0,4.353,0.1102
0.8,0.011,-5.974,558.0,4.396,0.11
0.8,0.0115,-5.799,616.0,4.41,0.1107
0.8,0.012,-5.708,649.0,4.429,0.1107
0.8,0.0125,-5.767,631.0,4.456,0.1094
0.8,0.013,-5.814,617.0,4.482,0.1083
0.8,0.0135,-5.823,616.0,4.505,0.1076
0.8,0.014,-5.803,625.0,4.525,0.107
0.8,0.0145,-5.774,636.0,4.543,0.1066
0.8,0.015,-5.743,649.0,4.561,0.1062
0.8,0.0155,-5.711,662.0,4.579,0.1058
0.8,0.016,-5.679,676.0,4.595,0.1055
0.8,0.0165,-5.648,689.0,4.612,0.1051
0.8,0.017,-5.617,703.0,4.627,0.1048
0.8,0.0175,-5.585,717.0,4.643,0.1045
0.8,0.018,-5.554,731.0,4.658,0.1041
0.8,0.0185,-5.523,745.0,4.672,0.1038
0.8,0.019,-5.493,759.0,4.686,0.1035
0.8,0.0195,-5.463,774.0,4.7,0.1032
0.8,0.02,-5.433,788.0,4.714,0.1029
0.8,0.022,-5.319,846.0,4.764,0.1018
0.8,0.024,-5.213,903.0,4.81,0.1009
0.8,0.026,-5.112,962.0,4.852,0.1
0.8,0.028,-5.017,1020.0,4.891,0.0993
0.8,0.03,-4.928,1077.0,4.927,0.0986
0.8,0.033,-4.805,1161.0,4.976,0.0977
0.8,0.035,-4.728,1216.0,5.006,0.0973
0.8,0.038,-4.624,1295.0,5.047,0.0967
0.8,0.04,-4.56,1347.0,5.072,0.0963
0.8,0.043,-4.47,1421.0,5.107,0.0959
0.8,0.045,-4.415,1469.0,5.129,0.0957
0.8,0.048,-4.333,1542.0,5.159,0.0955
0.8,0.05,-4.279,1591.0,5.177,0.0954
0.8,0.053,-4.202,1663.0,5.203,0.0954
0.8,0.055,-4.152,1712.0,5.219,0.0954
0.8,0.058,-4.075,1787.0,5.24,0.0956
0.8,0.06,-4.025,1838.0,5.253,0.0958
0.8,0.063,-3.951,1913.0,5.27,0.0963
0.8,0.064,-3.926,1939.0,5.275,0.0965
0.8,0.065,-3.9,1965.0,5.279,0.0967
0.8,0.066,-3.874,1992.0,5.284,0.097
0.8,0.067,-3.848,2020.0,5.288,0.0973
0.8,0.068,-3.821,2047.0,5.291,0.0976
0.8,0.069,-3.794,2075.0,5.294,0.098
0.8,0.07,-3.768,2103.0,5.297,0.0984
0.8,0.071,-3.74,2131.0,5.299,0.0988
0.8,0.072,-3.713,2160.0,5.301,0.0993
0.8,0.073,-3.686,2189.0,5.302,0.0998
0.8,0.074,-3.658,2218.0,5.303,0.1004
0.8,0.075,-3.63,2247.0,5.304,0.101
0.8,0.077,-3.574,2305.0,5.304,0.1024
0.8,0.078,-3.546,2334.0,5.303,0.1031
0.8,0.08,-3.492,2389.0,5.301,0.1047
0.8,0.083,-3.414,2468.0,5.295,0.1074
1.0,0.0005,-8.617,126.0,3.11,0.1031
1.0,0.001,-8.067,169.0,3.369,0.1082
1.0,0.0015,-7.733,203.0,3.528,0.1103
1.0,0.002,-7.507,229.0,3.641,0.1119
1.0,0.0025,-7.34,251.0,3.731,0.1128
1.0,0.003,-7.198,272.0,3.805,0.1134
1.0,0.0035,-7.081,291.0,3.87,0.1137
1.0,0.004,-6.984,307.0,3.928,0.1138
1.0,0.0045,-6.901,322.0,3.979,0.1137
1.0,0.005,-6.828,336.0,4.027,0.1135
1.0,0.006,-6.701,363.0,4.111,0.1128
1.0,0.007,-6.593,388.0,4.184,0.112
1.0,0.008,-6.484,414.0,4.249,0.1111
1.0,0.009,-6.368,445.0,4.308,0.1102
1.0,0.01,-6.263,474.0,4.36,0.1093
1.0,0.011,-6.099,522.0,4.404,0.109
1.0,0.0115,-5.939,571.0,4.419,0.1095
1.0,0.012,-5.862,597.0,4.439,0.1094
1.0,0.0125,-5.91,584.0,4.466,0.1083
1.0,0.013,-5.945,575.0,4.491,0.1073
1.0,0.0135,-5.946,577.0,4.513,0.1066
1.0,0.014,-5.923,586.0,4.532,0.1061
1.0,0.0145,-5.894,597.0,4.551,0.1057
1.0,0.015,-5.863,609.0,4.569,0.1053
1.0,0.0155,-5.831,621.0,4.586,0.1049
1.0,0.016,-5.8,633.0,4.603,0.1045
1.0,0.0165,-5.77,646.0,4.62,0.1042
1.0,0.017,-5.739,658.0,4.636,0.1038
1.0,0.0175,-5.709,671.0,4.651,0.1035
1.0,0.018,-5.68,683.0,4.666,0.1031
1.0,0.0185,-5.65,696.0,4.681,0.1028
1.0,0.019,-5.621,709.0,4.695,0.1025
1.0,0.0195,-5.592,722.0,4.709,0.1022
1.0,0.02,-5.563,735.0,4.722,0.1019
1.0,0.022,-5.452,788.0,4.774,0.1007
1.0,0.024,-5.347,841.0,4.82,0.0997
1.0,0.026,-5.249,895.0,4.863,0.0988
1.0,0.028,-5.155,949.0,4.903,0.0979
1.0,0.03,-5.065,1003.0,4.939,0.0972
1.0,0.033,-4.94,1083.0,4.99,0.0962
1.0,0.035,-4.863,1135.0,5.02,0.0957
1.0,0.038,-4.754,1213.0,5.062,0.0949
1.0,0.04,-4.688,1263.0,5.088,0.0945
1.0,0.043,-4.596,1336.0,5.125,0.094
1.0,0.045,-4.537,1383.0,5.147,0.0937
1.0,0.048,-4.456,1452.0,5.178,0.0934
1.0,0.05,-4.404,1498.0,5.198,0.0932
1.0,0.053,-4.325,1568.0,5.224,0.0931
1.0,0.055,-4.274,1616.0,5.241,0.093
1.0,0.058,-4.198,1688.0,5.263,0.0931
1.0,0.06,-4.145,1738.0,5.277,0.0932
1.0,0.063,-4.064,1818.0,5.294,0.0936
1.0,0.064,-4.036,1845.0,5.299,0.0938
1.0,0.065,-4.009,1872.0,5.304,0.0941
1.0,0.066,-3.98,1900.0,5.308,0.0943
1.0,0.067,-3.951,1929.0,5.312,0.0946
1.0,0.068,-3.922,1959.0,5.315,0.095
1.0,0.069,-3.891,1990.0,5.318,0.0953
1.0,0.07,-3.86,2021.0,5.32,0.0958
1.0,0.071,-3.828,2053.0,5.322,0.0962
1.0,0.072,-3.796,2086.0,5.323,0.0968
1.0,0.073,-3.764,2118.0,5.324,0.0973
1.0,0.074,-3.731,2152.0,5.325,0.098
1.0,0.075,-3.698,2185.0,5.324,0.0987
1.0,0.077,-3.632,2253.0,5.322,0.1002
1.0,0.078,-3.599,2287.0,5.321,0.101
1.0,0.08,-3.535,2352.0,5.316,0.1029
1.0,0.083,-3.443,2443.0,5.307,0.1059
1.5,0.0005,-8.83,112.0,3.124,0.1014
1.5,0.001,-8.282,150.0,3.381,0.1067
1.5,0.0015,-7.952,180.0,3.541,0.1087
1.5,0.002,-7.713,205.0,3.654,0.1102
1.5,0.0025,-7.538,226.0,3.744,0.1112
1.5,0.003,-7.395,245.0,3.818,0.1117
1.5,0.0035,-7.271,262.0,3.883,0.112
1.5,0.004,-7.166,279.0,3.94,0.1121
1.5,0.0045,-7.076,293.0,3.992,0.1121
1.5,0.005,-6.996,307.0,4.039,0.1119
1.5,0.006,-6.861,333.0,4.123,0.1113
1.5,0.007,-6.752,356.0,4.195,0.1106
1.5,0.008,-6.663,376.0,4.26,0.1097
1.5,0.009,-6.57,398.0,4.318,0.1088
1.5,0.01,-6.466,425.0,4.371,0.1079
1.5,0.011,-6.318,464.0,4.417,0.1074
1.5,0.0115,-6.188,499.0,4.435,0.1076
1.5,0.012,-6.128,517.0,4.455,0.1073
1.5,0.0125,-6.157,511.0,4.481,0.1064
1.5,0.013,-6.17,509.0,4.504,0.1056
1.5,0.0135,-6.161,513.0,4.525,0.105
1.5,0.014,-6.134,522.0,4.545,0.1045
1.5,0.0145,-6.101,534.0,4.564,0.1041
1.5,0.015,-6.068,545.0,4.582,0.1037
1.5,0.0155,-6.036,556.0,4.599,0.1033
1.5,0.016,-6.005,567.0,4.616,0.103
1.5,0.0165,-5.975,578.0,4.633,0.1026
1.5,0.017,-5.946,589.0,4.649,0.1022
1.5,0.0175,-5.916,600.0,4.664,0.1019
1.5,0.018,-5.889,610.0,4.68,0.1015
1.5,0.0185,-5.861,621.0,4.694,0.1012
1.5,0.019,-5.834,632.0,4.709,0.1009
1.5,0.0195,-5.807,643.0,4.723,0.1006
1.5,0.02,-5.78,654.0,4.737,0.1002
1.5,0.022,-5.676,699.0,4.788,0.099
1.5,0.024,-5.576,745.0,4.836,0.0979
1.5,0.026,-5.481,790.0,4.88,0.0969
1.5,0.028,-5.391,836.0,4.921,0.096
1.5,0.03,-5.305,883.0,4.958,0.0951
1.5,0.033,-5.182,954.0,5.01,0.0939
1.5,0.035,-5.104,1001.0,5.042,0.0933
1.5,0.038,-4.995,1071.0,5.086,0.0923
1.5,0.04,-4.926,1118.0,5.114,0.0918
1.5,0.043,-4.828,1187.0,5.152,0.0911
1.5,0.045,-4.767,1232.0,5.176,0.0907
1.5,0.048,-4.681,1299.0,5.209,0.0902
1.5,0.05,-4.625,1343.0,5.229,0.0899
1.5,0.053,-4.545,1409.0,5.257,0.0896
1.5,0.055,-4.497,1450.0,5.276,0.0893
1.5,0.058,-4.416,1520.0,5.3,0.0893
1.5,0.06,-4.356,1572.0,5.313,0.0894
1.5,0.063,-4.268,1651.0,5.332,0.0897
1.5,0.064,-4.237,1680.0,5.337,0.0898
1.5,0.065,-4.2,1713.0,5.341,0.0901
1.5,0.066,-4.165,1746.0,5.345,0.0904
1.5,0.067,-4.128,1779.0,5.348,0.0907
1.5,0.068,-4.091,1814.0,5.351,0.0911
1.5,0.069,-4.053,1850.0,5.353,0.0915
1.5,0.07,-4.013,1888.0,5.355,0.092
1.5,0.071,-3.971,1928.0,5.355,0.0926
1.5,0.072,-3.928,1969.0,5.355,0.0933
1.5,0.073,-3.885,2011.0,5.355,0.094
1.5,0.074,-3.84,2054.0,5.353,0.0948
1.5,0.075,-3.796,2098.0,5.351,0.0957
1.5,0.077,-3.708,2185.0,5.345,0.0976
1.5,0.078,-3.664,2228.0,5.341,0.0987
1.5,0.08,-3.581,2311.0,5.332,0.101
1.5,0.083,-3.47,2420.0,5.317,0.1047
2.0,0.0005,-8.994,103.0,3.134,0.1003
2.0,0.001,-8.447,137.0,3.39,0.1056
2.0,0.0015,-8.119,164.0,3.55,0.1076
2.0,0.002,-7.872,188.0,3.664,0.109
2.0,0.0025,-7.69,208.0,3.753,0.11
2.0,0.003,-7.543,226.0,3.827,0.1106
2.0,0.0035,-7.418,242.0,3.892,0.1108
2.0,0.004,-7.309,258.0,3.949,0.111
2.0,0.0045,-7.214,272.0,4.001,0.1109
2.0,0.005,-7.13,286.0,4.048,0.1107
2.0,0.006,-6.987,312.0,4.131,0.1102
2.0,0.007,-6.871,334.0,4.204,0.1095
2.0,0.008,-6.778,354.0,4.268,0.1087
2.0,0.009,-6.703,371.0,4.326,0.1079
2.0,0.01,-6.619,391.0,4.379,0.1069
2.0,0.011,-6.484,424.0,4.426,0.1063
2.0,0.0115,-6.36,455.0,4.445,0.1064
2.0,0.012,-6.305,470.0,4.466,0.106
2.0,0.0125,-6.321,468.0,4.49,0.1052
2.0,0.013,-6.33,467.0,4.513,0.1045
2.0,0.0135,-6.318,471.0,4.534,0.1039
2.0,0.014,-6.29,480.0,4.554,0.1035
2.0,0.0145,-6.258,490.0,4.573,0.1031
2.0,0.015,-6.225,500.0,4.591,0.1027
2.0,0.0155,-6.194,510.0,4.608,0.1023
2.0,0.016,-6.162,521.0,4.625,0.1019
2.0,0.0165,-6.131,531.0,4.642,0.1015
2.0,0.017,-6.099,542.0,4.658,0.1011
2.0,0.0175,-6.07,552.0,4.674,0.1008
2.0,0.018,-6.042,562.0,4.689,0.1004
2.0,0.0185,-6.015,572.0,4.704,0.1001
2.0,0.019,-5.988,582.0,4.718,0.0998
2.0,0.0195,-5.963,591.0,4.732,0.0994
2.0,0.02,-5.937,601.0,4.746,0.0991
2.0,0.022,-5.838,640.0,4.799,0.0979
2.0,0.024,-5.742,681.0,4.847,0.0967
2.0,0.026,-5.65,722.0,4.891,0.0957
2.0,0.028,-5.564,762.0,4.932,0.0947
2.0,0.03,-5.481,804.0,4.971,0.0937
2.0,0.033,-5.363,866.0,5.024,0.0925
2.0,0.035,-5.287,908.0,5.057,0.0917
2.0,0.038,-5.178,972.0,5.102,0.0907
2.0,0.04,-5.109,1015.0,5.13,0.0901
2.0,0.043,-5.012,1079.0,5.17,0.0893
2.0,0.045,-4.949,1121.0,5.194,0.0888
2.0,0.048,-4.859,1185.0,5.228,0.0881
2.0,0.05,-4.801,1228.0,5.25,0.0878
2.0,0.053,-4.717,1293.0,5.28,0.0873
2.0,0.055,-4.66,1337.0,5.298,0.0871
2.0,0.058,-4.574,1406.0,5.323,0.0869
2.0,0.06,-4.515,1455.0,5.337,0.0869
2.0,0.063,-4.416,1538.0,5.356,0.0872
2.0,0.064,-4.38,1569.0,5.361,0.0874
2.0,0.065,-4.341,1602.0,5.366,0.0876
2.0,0.066,-4.302,1636.0,5.369,0.0879
2.0,0.067,-4.26,1672.0,5.372,0.0882
2.0,0.068,-4.216,1711.0,5.375,0.0887
2.0,0.069,-4.168,1754.0,5.376,0.0892
2.0,0.07,-4.118,1799.0,5.377,0.0898
2.0,0.071,-4.067,1846.0,5.376,0.0904
2.0,0.072,-4.015,1894.0,5.375,0.0912
2.0,0.073,-3.961,1944.0,5.372,0.0921
2.0,0.074,-3.906,1996.0,5.369,0.0931
2.0,0.075,-3.851,2049.0,5.365,0.0941
2.0,0.077,-3.745,2151.0,5.355,0.0965
2.0,0.078,-3.694,2201.0,5.35,0.0977
2.0,0.08,-3.6,2294.0,5.338,0.1003
2.0,0.083,-3.478,2413.0,5.32,0.1043
3.0,0.001,-8.667,122.0,3.401,0.1043
3.0,0.0015,-8.338,146.0,3.561,0.1063
3.0,0.002,-8.088,167.0,3.675,0.1076
3.0,0.0025,-7.897,186.0,3.765,0.1085
3.0,0.003,-7.747,202.0,3.839,0.1091
3.0,0.0035,-7.619,217.0,3.904,0.1093
3.0,0.004,-7.507,232.0,3.961,0.1094
3.0,0.0045,-7.409,245.0,4.013,0.1094
3.0,0.005,-7.321,258.0,4.06,0.1092
3.0,0.006,-7.169,282.0,4.143,0.1087
3.0,0.007,-7.041,305.0,4.215,0.1081
3.0,0.008,-6.942,324.0,4.279,0.1073
3.0,0.009,-6.861,340.0,4.337,0.1065
3.0,0.01,-6.792,356.0,4.39,0.1057
3.0,0.011,-6.698,377.0,4.437,0.105
3.0,0.0115,-6.613,396.0,4.457,0.1048
3.0,0.012,-6.561,409.0,4.479,0.1044
3.0,0.0125,-6.557,411.0,4.502,0.1038
3.0,0.013,-6.553,413.0,4.525,0.1031
3.0,0.0135,-6.531,420.0,4.545,0.1026
3.0,0.014,-6.498,429.0,4.565,0.1022
3.0,0.0145,-6.464,438.0,4.584,0.1018
3.0,0.015,-6.431,447.0,4.602,0.1014
3.0,0.0155,-6.399,456.0,4.619,0.101
3.0,0.016,-6.372,465.0,4.637,0.1006
3.0,0.0165,-6.341,474.0,4.653,0.1002
3.0,0.017,-6.313,482.0,4.669,0.0998
3.0,0.0175,-6.283,491.0,4.685,0.0995
3.0,0.018,-6.255,500.0,4.701,0.0991
3.0,0.0185,-6.226,510.0,4.716,0.0988
3.0,0.019,-6.198,519.0,4.73,0.0984
3.0,0.0195,-6.17,528.0,4.744,0.0981
3.0,0.02,-6.144,537.0,4.758,0.0978
3.0,0.022,-6.048,571.0,4.811,0.0965
3.0,0.024,-5.958,606.0,4.86,0.0953
3.0,0.026,-5.871,641.0,4.904,0.0942
3.0,0.028,-5.786,676.0,4.946,0.0932
