time,baseline,rv,model_time,model,residuals
,-1.5798749003260957,,2459444.848864212,-2.5460558668382958,
,-1.5798749003260957,,2459445.5977662173,-8.711632803700041,
,-1.5798749003260957,,2459446.3466682225,-2.7895151402668077,
,-1.5798749003260957,,2459447.095570227,7.082494588543619,
,-1.5798749003260957,,2459447.8444722323,7.042294725837917,
,-1.5798749003260957,,2459448.5933742374,-2.82279365039516,
,-1.5798749003260957,,2459449.342276242,-8.711371171922027,
,-1.5798749003260957,,2459450.0911782472,-2.5115420928255228,
,-1.5798749003260957,,2459450.8400802524,7.252020936337117,
,-1.5798749003260957,,2459451.588982257,6.863362045288869,
,-1.5798749003260957,,2459452.337884262,-3.0963195263779837,
,-1.5798749003260957,,2459453.0867862673,-8.701469348217838,
,-1.5798749003260957,,2459453.8356882725,-2.2306725541401935,
,-1.5798749003260957,,2459454.584590277,7.4133891639168645,
,-1.5798749003260957,,2459455.3334922823,6.676764625806515,
,-1.5798749003260957,,2459456.0823942875,-3.3663331383185535,
,-1.5798749003260957,,2459456.831296292,-8.681936407884256,
,-1.5798749003260957,,2459457.5801982973,-1.9472183560107552,
,-1.5798749003260957,,2459458.3291003024,7.566413856279675,
,-1.5798749003260957,,2459459.078002307,6.482717402031905,
,-1.5798749003260957,,2459459.8269043122,-3.6325382482720117,
,-1.5798749003260957,,2459460.5758063174,-8.652791788940274,
,-1.5798749003260957,,2459461.3247083225,-1.661494603849537,
,-1.5798749003260957,,2459462.073610327,7.710919194763386,
,-1.5798749003260957,,2459462.8225123324,6.281443560627966,
,-1.5798749003260957,,2459463.5714143375,-3.894643125803174,
,-1.5798749003260957,,2459464.320316342,-8.614065283364196,
,-1.5798749003260957,,2459465.0692183473,-1.3738193852747702,
,-1.5798749003260957,,2459465.8181203525,7.846739186002728,
,-1.5798749003260957,,2459466.5670223576,6.073174306680315,
,-1.5798749003260957,,2459467.3159243623,-4.152360773339361,
,-1.5798749003260957,,2459468.0648263674,-8.565797012942335,
,-1.5798749003260957,,2459468.8137283726,-1.0845133734060846,
,-1.5798749003260957,,2459469.5626303772,7.973717851800942,
,-1.5798749003260957,,2459470.3115323824,5.858148549306125,
,-1.5798749003260957,,2459471.0604343875,-4.4054092647771785,
,-1.5798749003260957,,2459471.809336392,-8.508037400234858,
,-1.5798749003260957,,2459472.5582383974,-0.7938995058800014,
,-1.5798749003260957,,2459473.3071404025,8.091709441936242,
,-1.5798749003260957,,2459474.0560424076,5.6366126156443155,
,-1.5798749003260957,,2459474.8049444123,-4.653512021313044,
,-1.5798749003260957,,2459475.5538464175,-8.440847123491146,
,-1.5798749003260957,,2459476.3027484226,-0.5023025985945506,
,-1.5798749003260957,,2459477.0516504273,8.20057859696424,
,-1.5798749003260957,,2459477.8005524324,5.408819959101968,
,-1.5798749003260957,,2459478.5494544376,-4.896398093373688,
,-1.5798749003260957,,2459479.2983564422,-8.364297076732711,
,-1.5798749003260957,,2459480.0472584474,-0.21004901675967758,
,-1.5798749003260957,,2459480.7961604525,8.300200532270184,
,-1.5798749003260957,,2459481.5450624577,5.1750308231132465,
,-1.5798749003260957,,2459482.2939644624,-5.133802424799269,
,-1.5798749003260957,,2459483.0428664675,-8.278468288668316,
,-1.5798749003260957,,2459483.7917684726,0.0825337467536228,
,-1.5798749003260957,,2459484.5406704773,8.390461178642235,
,-1.5798749003260957,,2459485.2895724825,4.935511950988469,
,-1.5798749003260957,,2459486.0384744876,-5.365466149417378,
,-1.5798749003260957,,2459486.7873764923,-8.183451876856985,
,-1.5798749003260957,,2459487.5362784974,0.37511736586233674,
,-1.5798749003260957,,2459488.2851805026,8.471257329961555,
,-1.5798749003260957,,2459489.0340825077,4.690536252801532,
,-1.5798749003260957,,2459489.7829845124,-5.591136824082444,
,-1.5798749003260957,,2459490.5318865175,-8.079348941062719,
,-1.5798749003260957,,2459491.2807885227,0.6673731296651779,
,-1.5798749003260957,,2459492.0296905274,8.542496766676997,
,-1.5798749003260957,,2459492.7785925325,4.440382476748257,
,-1.5798749003260957,,2459493.5274945376,-5.810568704428202,
,-1.5798749003260957,,2459494.2763965423,-7.966270496311104,
,-1.5798749003260957,,2459495.0252985475,0.9589722557793249,
,-1.5798749003260957,,2459495.7742005526,8.604098366435299,
,-1.5798749003260957,,2459496.5231025578,4.185334863089225,
,-1.5798749003260957,,2459497.2720045624,-6.023522960390943,
,-1.5798749003260957,,2459498.0209065676,-7.844337347530327,
,-1.5798749003260957,,2459498.7698085727,1.2495863291416949,
,-1.5798749003260957,,2459499.5187105774,8.655992205062043,
,-1.5798749003260957,,2459500.2676125825,3.9256828412236247,
,-1.5798749003260957,,2459501.0165145877,-6.22976796126961,
,-1.5798749003260957,,2459501.7654165924,-7.713680005255627,
,-1.5798749003260957,,2459502.5143185975,1.5388876052428957,
,-1.5798749003260957,,2459503.2632206026,8.698119637692189,
,-1.5798749003260957,,2459504.012122608,3.661720632335589,
,-1.5798749003260957,,2459504.7610246125,-6.429079457034133,
,-1.5798749003260957,,2459505.5099266176,-7.574438536212171,
,-1.5798749003260957,,2459506.2588286228,1.8265494648085407,
,-1.5798749003260957,,2459507.0077306274,8.730433366025954,
,-1.5798749003260957,,2459507.7566326326,3.3937469633311483,
,-1.5798749003260957,,2459508.5055346377,-6.6212408502309295,
,-1.5798749003260957,,2459509.2544366424,-7.426762466892947,
,-1.5798749003260957,,2459510.0033386475,2.112246739286227,
,-1.5798749003260957,,2459510.7522406527,8.752897497386536,
,-1.5798749003260957,,2459511.501142658,3.1220646672049597,
,-1.5798749003260957,,2459512.2500446625,-6.806043364652095,
,-1.5798749003260957,,2459512.9989466676,-7.270810600001036,
,-1.5798749003260957,,2459513.747848673,2.395656131383417,
,-1.5798749003260957,,2459514.4967506775,8.765487575868658,
,-1.5798749003260957,,2459515.2456526826,2.846980354264258,
,-1.5798749003260957,,2459515.9945546878,-6.98328630190261,
,-1.5798749003260957,,2459516.743456693,-7.106750908701342,
,-1.5798749003260957,,2459517.4923586976,2.6764565477462585,
,-1.5798749003260957,,2459518.2412607027,8.768190614037588,
,-1.5798749003260957,,2459518.990162708,2.568804036817436,
,-1.5798749003260957,,2459519.7390647125,-7.152777180638572,
,-1.5798749003260957,,2459520.4879667177,-6.934760349099936,
,-1.5798749003260957,,2459521.236868723,2.954329537270761,
,-1.5798749003260957,,2459521.9857707275,8.761005098010894,
,-1.5798749003260957,,2459522.7346727327,2.287848810277141,
,-1.5798749003260957,,2459523.483574738,-7.3143319976651275,
,-1.5798749003260957,,2459524.232476743,-6.755024684199516,
,-1.5798749003260957,,2459524.9813787476,3.228959589353217,
,-1.5798749003260957,,2459525.7302807528,8.743940983453571,
,-1.5798749003260957,,2459526.479182758,2.0044304411983513,
,-1.5798749003260957,,2459527.2280847626,-7.467775338595892,
,-1.5798749003260957,,2459527.9769867677,-6.567738337689823,
,-1.5798749003260957,,2459528.725888773,3.5000346066725614,
,-1.5798749003260957,,2459529.4747907775,8.717019677229224,
,-1.5798749003260957,,2459530.2236927827,1.7188670591977717,
,-1.5798749003260957,,2459530.972594788,-7.61294061988917,
,-1.5798749003260957,,2459531.721496793,-6.373104167373148,
,-1.5798749003260957,,2459532.4703987977,3.76724619320918,
,-1.5798749003260957,,2459533.219300803,8.680273997691174,
,-1.5798749003260957,,2459533.968202808,1.431478742096139,
,-1.5798749003260957,,2459534.7171048126,-7.749670189055747,
,-1.5798749003260957,,2459535.4660068178,-6.1713332970094505,
,-1.5798749003260957,,2459536.214908823,4.030290062744675,
,-1.5798749003260957,,2459536.9638108276,8.633748134162518,
,-1.5798749003260957,,2459537.7127128327,1.142587207646792,
,-1.5798749003260957,,2459538.461614838,-7.877815536518158,
,-1.5798749003260957,,2459539.210516843,-5.962644876042793,
,-1.5798749003260957,,2459539.9594188477,4.288866398258938,
,-1.5798749003260957,,2459540.708320853,8.577497571055844,
,-1.5798749003260957,,2459541.457222858,0.8525153840675113,
,-1.5798749003260957,,2459542.2061248627,-7.997237408959398,
,-1.5798749003260957,,2459542.955026868,-5.747265905549189,
,-1.5798749003260957,,2459543.703928873,4.542680219617394,
,-1.5798749003260957,,2459544.4528308776,8.511589021706593,
,-1.5798749003260957,,2459545.2017328828,0.5615871507645099,
,-1.5798749003260957,,2459545.950634888,-8.107805958385052,
,-1.5798749003260957,,2459546.699536893,-5.52543096824548,
,-1.5798749003260957,,2459547.4484388977,4.791441728544675,
,-1.5798749003260957,,2459548.197340903,8.436100326636103,
,-1.5798749003260957,,2459548.946242908,0.2701268484272363,
,-1.5798749003260957,,2459549.6951449127,-8.209400871637278,
,-1.5798749003260957,,2459550.444046918,-5.297382028223632,
,-1.5798749003260957,,2459551.192948923,5.034866672509888,
,-1.5798749003260957,,2459551.9418509277,8.351120358644453,
,-1.5798749003260957,,2459552.690752933,-0.021540950250072605,
,-1.5798749003260957,,2459553.439654938,-8.30191149493597,
,-1.5798749003260957,,2459554.188556943,-5.063368155547506,
,-1.5798749003260957,,2459554.9374589478,5.272676679330991,
,-1.5798749003260957,,2459555.686360953,8.256748883877485,
,-1.5798749003260957,,2459556.435262958,-0.3130919074441079,
,-1.5798749003260957,,2459557.1841649627,-8.385236931842952,
,-1.5798749003260957,,2459557.933066968,-4.823645299840854,
,-1.5798749003260957,,2459558.681968973,5.50459960332115,
,-1.5798749003260957,,2459559.430870978,8.15309645216048,
,-1.5798749003260957,,2459560.179772983,-0.604202193337605,
,-1.5798749003260957,,2459560.928674988,-8.459286164260611,
,-1.5798749003260957,,2459561.677576993,-4.578476006944332,
,-1.5798749003260957,,2459562.426478998,5.730369858705135,
,-1.5798749003260957,,2459563.175381003,8.040284229010405,
,-1.5798749003260957,,2459563.924283008,-0.8945488938441725,
,-1.5798749003260957,,2459564.673185013,-8.523978125517946,
,-1.5798749003260957,,2459565.422087018,-4.328129183602715,
,-1.5798749003260957,,2459566.170989023,5.949728761053462,
,-1.5798749003260957,,2459566.919891028,7.918443849220199,
,-1.5798749003260957,,2459567.668793033,-1.1838103265496809,
,-1.5798749003260957,,2459568.417695038,-8.579241799851461,
,-1.5798749003260957,,2459569.166597043,-4.0728797674043165,
,-1.5798749003260957,,2459569.915499048,6.162424799103522,
,-1.5798749003260957,,2459570.664401053,7.787717236789342,
,-1.5798749003260957,,2459571.413303058,-1.4716664150194407,
,-1.5798749003260957,,2459572.162205063,-8.625016284093798,
,-1.5798749003260957,,2459572.911107068,-3.813008493549334,
,-1.5798749003260957,,2459573.660009073,6.368214006854094,
,-1.5798749003260957,,2459574.4089110782,7.648256422194703,
,-1.5798749003260957,,2459575.157813083,-1.7577989985125868,
,-1.5798749003260957,,2459575.906715088,-8.661250863872812,
,-1.5798749003260957,,2459576.655617093,-3.5488015595811384,
,-1.5798749003260957,,2459577.404519098,6.5668602143674395,
,-1.5798749003260957,,2459578.153421103,7.5002233488334396,
,-1.5798749003260957,,2459578.902323108,-2.0418922257198626,
,-1.5798749003260957,,2459579.651225113,-8.687905054455102,
,-1.5798749003260957,,2459580.400127118,-3.2805503545618673,
,-1.5798749003260957,,2459581.149029123,6.7581353787970055,
,-1.5798749003260957,,2459581.8979311283,7.343789657584626,
,-1.5798749003260957,,2459582.646833133,-2.3236328167013323,
,-1.5798749003260957,,2459583.395735138,-8.70494865981973,
,-1.5798749003260957,,2459584.1446371432,-3.0085511323703247,
,-1.5798749003260957,,2459584.893539148,6.941819817127606,
,-1.5798749003260957,,2459585.642441153,7.179136477472804,
,-1.5798749003260957,,2459586.391343158,-2.6027104678388655,
,-1.5798749003260957,,2459587.140245163,-8.712361796897689,
,-1.5798749003260957,,2459587.889147168,-2.733104708975562,
,-1.5798749003260957,,2459588.638049173,7.117702549895369,
,-1.5798749003260957,,2459589.3869511783,7.006454167247643,
,-1.5798749003260957,,2459590.135853183,-2.878818118913779,
,-1.5798749003260957,,2459590.884755188,-8.710134928909968,
,-1.5798749003260957,,2459591.6336571933,-2.454516121042796,
,-1.5798749003260957,,2459592.382559198,7.285581493433916,
,-1.5798749003260957,,2459593.131461203,6.825942120917939,
,-1.5798749003260957,,2459593.8803632082,-3.1516523210113943,
,-1.5798749003260957,,2459594.629265213,-8.698268877807529,
,-1.5798749003260957,,2459595.378167218,-2.1730943300421846,
,-1.5798749003260957,,2459596.127069223,7.445263761627778,
,-1.5798749003260957,,2459596.8759712283,6.637808463442825,
,-1.5798749003260957,,2459597.624873233,-3.4209135143059908,
,-1.5798749003260957,,2459598.373775238,-8.676774831352816,
,-1.5798749003260957,,2459599.1226772433,-1.8891518417411155,
,-1.5798749003260957,,2459599.871579248,7.5965658629886486,
,-1.5798749003260957,,2459600.620481253,6.442269830396295,
,-1.5798749003260957,,2459601.3693832583,-3.686306383945139,
,-1.5798749003260957,,2459602.1182852634,-8.645674338983955,
,-1.5798749003260957,,2459602.867187268,-1.6030044187770331,
,-1.5798749003260957,,2459603.6160892732,7.73931397719496,
,-1.5798749003260957,,2459604.3649912784,6.239551066322749,
,-1.5798749003260957,,2459605.113893283,-3.9475401149931177,
,-1.5798749003260957,,2459605.862795288,-8.60499930160276,
,-1.5798749003260957,,2459606.6116972934,-1.3149706815673647,
,-1.5798749003260957,,2459607.360599298,7.873344124583655,
,-1.5798749003260957,,2459608.109501303,6.029884972201884,
,-1.5798749003260957,,2459608.8584033083,-4.204328735930506,
,-1.5798749003260957,,2459609.6073053135,-8.554791941292248,
,-1.5798749003260957,,2459610.356207318,-1.025371818042928,
,-1.5798749003260957,,2459611.1051093233,7.998502404471851,
,-1.5798749003260957,,2459611.8540113284,5.813511993486522,
,-1.5798749003260957,,2459612.602913333,-4.45639138122731,
,-1.5798749003260957,,2459613.3518153382,-8.495104777649546,
,-1.5798749003260957,,2459614.1007173434,-0.7345311603913047,
,-1.5798749003260957,,2459614.849619348,8.1146451662894,
,-1.5798749003260957,,2459615.598521353,5.5906799325707155,
,-1.5798749003260957,,2459616.3474233584,-4.703452596843711,
,-1.5798749003260957,,2459617.0963253635,-8.426000572838364,
,-1.5798749003260957,,2459617.845227368,-0.44277387936681367,
,-1.5798749003260957,,2459618.5941293733,8.221639201734712,
,-1.5798749003260957,,2459619.3430313785,5.361643650131405,
,-1.5798749003260957,,2459620.091933383,-4.945242603381949,
,-1.5798749003260957,,2459620.8408353883,-8.347552294455795,
,-1.5798749003260957,,2459621.5897373934,-0.15042658631987266,
,-1.5798749003260957,,2459622.338639398,8.319361886510405,
,-1.5798749003260957,,2459623.0875414032,5.126664749009204,
,-1.5798749003260957,,2459623.8364434084,-5.1814976041496115,
,-1.5798749003260957,,2459624.5853454135,-8.25984303297794,
,-1.5798749003260957,,2459625.334247418,0.14218299997663167,
,-1.5798749003260957,,2459626.0831494234,8.407701361608503,
,-1.5798749003260957,,2459626.8320514285,4.886011244866562,
,-1.5798749003260957,,2459627.580953433,-5.4119600066135805,
,-1.5798749003260957,,2459628.3298554383,-8.162965946053765,
,-1.5798749003260957,,2459629.0787574435,0.43472647890778976,
,-1.5798749003260957,,2459629.827659448,8.486556648302473,
,-1.5798749003260957,,2459630.5765614533,4.639957275942873,
,-1.5798749003260957,,2459631.3254634584,-5.636378721365489,
,-1.5798749003260957,,2459632.0743654636,-8.057024161620829,
,-1.5798749003260957,,2459632.8232674683,0.726875065719597,
,-1.5798749003260957,,2459633.5721694734,8.555837780820017,
,-1.5798749003260957,,2459634.3210714785,4.388782728074567,
,-1.5798749003260957,,2459635.069973483,-5.85450938216123,
,-1.5798749003260957,,2459635.8188754884,-7.942130704188534,
,-1.5798749003260957,,2459636.5677774935,1.0183000427199485,
,-1.5798749003260957,,2459637.316679498,8.615465911704518,
,-1.5798749003260957,,2459638.0655815033,4.13277293379989,
,-1.5798749003260957,,2459638.8144835085,-6.066114622622702,
,-1.5798749003260957,,2459639.5633855136,-7.818408357960003,
,-1.5798749003260957,,2459640.3122875183,1.308673074927248,
,-1.5798749003260957,,2459641.0611895234,8.665373409760658,
,-1.5798749003260957,,2459641.8100915286,3.872218315272499,
,-1.5798749003260957,,2459642.5589935333,-6.270964282975121,
,-1.5798749003260957,,2459643.3078955384,-7.685989600356819,
,-1.5798749003260957,,2459644.0567975435,1.5976666503718127,
,-1.5798749003260957,,2459644.8056995487,8.705503939091365,
,-1.5798749003260957,,2459645.5546015534,3.6074140648479793,
,-1.5798749003260957,,2459646.3035035585,-6.46883566959928,
,-1.5798749003260957,,2459647.0524055636,-7.545016433737667,
,-1.5798749003260957,,2459647.8013075683,1.8849543847889956,
,-1.5798749003260957,,2459648.5502095735,8.735812520514289,
,-1.5798749003260957,,2459649.2991115786,3.3386597414303987,
,-1.5798749003260957,,2459650.0480135833,-6.659513748013401,
,-1.5798749003260957,,2459650.7969155884,-7.395640281786388,
,-1.5798749003260957,,2459651.5458175936,2.1702114831297226,
,-1.5798749003260957,,2459652.2947195987,8.756265590327457,
,-1.5798749003260957,,2459653.0436216034,3.066259000447861,
,-1.5798749003260957,,2459653.7925236085,-6.842791384592501,
,-1.5798749003260957,,2459654.5414256137,-7.238021838536074,
,-1.5798749003260957,,2459655.2903276184,2.4531150451886057,
,-1.5798749003260957,,2459656.0392296235,8.76684102941476,
,-1.5798749003260957,,2459656.7881316287,2.790519164510117,
,-1.5798749003260957,,2459657.5370336333,-7.0184695253902225,
,-1.5798749003260957,,2459658.2859356385,-7.072330916002215,
,-1.5798749003260957,,2459659.0348376436,2.7333445053971395,
,-1.5798749003260957,,2459659.7837396488,8.767528188380675,
,-1.5798749003260957,,2459660.5326416534,2.5117509177028197,
,-1.5798749003260957,,2459661.2815436586,-7.186357419397377,
,-1.5798749003260957,,2459662.0304456637,-6.898746277884035,
,-1.5798749003260957,,2459662.7793476684,3.010581957970378,
,-1.5798749003260957,,2459663.5282496735,8.758327892384976,
,-1.5798749003260957,,2459664.2771516787,2.2302679149700277,
,-1.5798749003260957,,2459665.0260536834,-7.34627278284134,
,-1.5798749003260957,,2459665.7749556885,-6.717455471200596,
,-1.5798749003260957,,2459666.5238576937,3.284512592652037,
,-1.5798749003260957,,2459667.272759699,8.739252433009211,
,-1.5798749003260957,,2459668.0216617035,1.946386441635452,
,-1.5798749003260957,,2459668.7705637086,-7.498042003415151,
,-1.5798749003260957,,2459669.5194657138,-6.528654649416297,
,-1.5798749003260957,,2459670.2683677184,3.5548249978378985,
,-1.5798749003260957,,2459671.0172697236,8.710325546585771,
,-1.5798749003260957,,2459671.7661717287,1.6604250391631952,
,-1.5798749003260957,,2459672.5150737334,-7.6415002864537405,
,-1.5798749003260957,,2459673.2639757385,-6.332548382350853,
,-1.5798749003260957,,2459674.0128777437,3.8212116159298786,
,-1.5798749003260957,,2459674.761779749,8.671582373936758,
,-1.5798749003260957,,2459675.5106817535,1.3727041703830696,
,-1.5798749003260957,,2459676.2595837587,-7.776491849834363,
,-1.5798749003260957,,2459677.008485764,-6.129349432278568,
,-1.5798749003260957,,2459677.7573877685,4.083369017094412,
,-1.5798749003260957,,2459678.5062897736,8.623069412170016,
,-1.5798749003260957,,2459679.2551917788,1.0835458036000953,
,-1.5798749003260957,,2459680.0040937834,-7.90287004479896,
,-1.5798749003260957,,2459680.7529957886,-5.919278581039376,
,-1.5798749003260957,,2459681.5018977937,4.3409983644548555,
,-1.5798749003260957,,2459682.250799799,8.564844439520705,
,-1.5798749003260957,,2459682.9997018036,0.7932731184640139,
,-1.5798749003260957,,2459683.7486038087,-8.020497535960464,
,-1.5798749003260957,,2459684.497505814,-5.702564383224216,
,-1.5798749003260957,,2459685.2464078185,4.593805688228808,
,-1.5798749003260957,,2459685.9953098237,8.496976450840654,
,-1.5798749003260957,,2459686.744211829,0.5022100906386824,
,-1.5798749003260957,,2459687.493113834,-8.129246399907464,
,-1.5798749003260957,,2459688.2420158386,-5.479442952452748,
,-1.5798749003260957,,2459688.9909178438,4.8415023028914765,
,-1.5798749003260957,,2459689.739819849,8.419545538596113,
,-1.5798749003260957,,2459690.4887218536,0.21068117251754323,
,-1.5798749003260957,,2459691.2376238587,-8.22899828257827,
,-1.5798749003260957,,2459691.986525864,-5.250157708640709,
,-1.5798749003260957,,2459692.7354278686,5.083805116189704,
,-1.5798749003260957,,2459693.4843298737,8.332642810274876,
,-1.5798749003260957,,2459694.233231879,-0.08098912715890796,
,-1.5798749003260957,,2459694.982133884,-8.319644514657028,
,-1.5798749003260957,,2459695.7310358887,-5.014959164249045,
,-1.5798749003260957,,2459696.479937894,5.320437009112791,
,-1.5798749003260957,,2459697.228839899,8.236370238808679,
,-1.5798749003260957,,2459697.9777419036,-0.37247650437552465,
,-1.5798749003260957,,2459698.726643909,-8.401086205026152,
,-1.5798749003260957,,2459699.475545914,-4.774104615122027,
,-1.5798749003260957,,2459700.2244479186,5.551127135165889,
,-1.5798749003260957,,2459700.9733499237,8.130840552200118,
,-1.5798749003260957,,2459701.722251929,-0.6634573174841727,
,-1.5798749003260957,,2459702.471153934,-8.473234354696348,
,-1.5798749003260957,,2459703.2200559387,-4.527857949543375,
,-1.5798749003260957,,2459703.968957944,5.775611302017225,
,-1.5798749003260957,,2459704.717859949,8.016177059607104,
,-1.5798749003260957,,2459705.4667619537,-0.9536088505832803,
,-1.5798749003260957,,2459706.215663959,-8.536009938551816,
,-1.5798749003260957,,2459706.964565964,-4.276489303579385,
,-1.5798749003260957,,2459707.7134679686,5.993632246998897,
,-1.5798749003260957,,2459708.462369974,7.892513510560893,
,-1.5798749003260957,,2459709.211271979,-1.2426097450584765,
,-1.5798749003260957,,2459709.960173984,-8.589344000317125,
,-1.5798749003260957,,2459710.7090759887,-4.020274832668111,
,-1.5798749003260957,,2459711.457977994,6.204939986304945,
,-1.5798749003260957,,2459712.206879999,7.759993904654508,
,-1.5798749003260957,,2459712.9557820037,-1.5301402709053205,
,-1.5798749003260957,,2459713.704684009,-8.63317770584073,
,-1.5798749003260957,,2459714.453586014,-3.7594964011606713,
,-1.5798749003260957,,2459715.2024880187,6.409292103047304,
,-1.5798749003260957,,2459715.951390024,7.6187723087400405,
,-1.5798749003260957,,2459716.700292029,-1.815882717340067,
,-1.5798749003260957,,2459717.449194034,-8.66746242232825,
,-1.5798749003260957,,2459718.198096039,-3.4944413054849965,
,-1.5798749003260957,,2459718.946998044,6.60645407595382,
,-1.5798749003260957,,2459719.695900049,7.469012660991264,
,-1.5798749003260957,,2459720.4448020537,-2.099521718172474,
,-1.5798749003260957,,2459721.193704059,-8.692159759282644,
,-1.5798749003260957,,2459721.942606064,-3.225401927914349,
,-1.5798749003260957,,2459722.6915080687,6.796199531408786,
,-1.5798749003260957,,2459723.440410074,7.310888553036027,
,-1.5798749003260957,,2459724.189312079,-2.380744593286496,
,-1.5798749003260957,,2459724.938214084,-8.707241619757621,
,-1.5798749003260957,,2459725.687116089,-2.952675501998225,
,-1.5798749003260957,,2459726.436018094,6.978310552845919,
,-1.5798749003260957,,2459727.184920099,7.14458301045949,
,-1.5798749003260957,,2459727.933822104,-2.6592416527436695,
,-1.5798749003260957,,2459728.682724109,-8.712690228075418,
,-1.5798749003260957,,2459729.431626114,-2.6765637073789894,
,-1.5798749003260957,,2459730.180528119,7.152577937543512,
,-1.5798749003260957,,2459730.929430124,6.970288267762982,
,-1.5798749003260957,,2459731.678332129,-2.9347065686643794,
,-1.5798749003260957,,2459732.427234134,-8.708498157896548,
,-1.5798749003260957,,2459733.176136139,-2.3973724295069343,
,-1.5798749003260957,,2459733.925038144,7.318801465182083,
,-1.5798749003260957,,2459734.673940149,6.78820550002108,
,-1.5798749003260957,,2459735.422842154,-3.206836637353225,
,-1.5798749003260957,,2459736.171744159,-8.69466834430641,
,-1.5798749003260957,,2459736.920646164,-2.1154113587969965,
,-1.5798749003260957,,2459737.6695481692,7.476790142278454,
,-1.5798749003260957,,2459738.418450174,6.598544606128823,
,-1.5798749003260957,,2459739.167352179,-3.475333159594519,
,-1.5798749003260957,,2459739.916254184,-8.671214086429433,
,-1.5798749003260957,,2459740.665156189,-1.83099371373168,
,-1.5798749003260957,,2459741.414058194,7.626362432940596,
,-1.5798749003260957,,2459742.162960199,6.401523906991958,
,-1.5798749003260957,,2459742.911862204,-3.7399016930230937,
,-1.5798749003260957,,2459743.660764209,-8.638159047539778,
,-1.5798749003260957,,2459744.409666214,-1.5444358464464463,
,-1.5798749003260957,,2459745.1585682193,7.767346502770311,
,-1.5798749003260957,,2459745.907470224,6.197369898350634,
,-1.5798749003260957,,2459746.656372229,-4.0002524008487415,
,-1.5798749003260957,,2459747.4052742342,-8.595537230811468,
,-1.5798749003260957,,2459748.154176239,-1.2560569561501143,
,-1.5798749003260957,,2459748.903078244,7.8995804144825055,
,-1.5798749003260957,,2459749.651980249,5.986316950445447,
,-1.5798749003260957,,2459750.400882254,-4.256100318952664,
,-1.5798749003260957,,2459751.149784259,-8.543392965072199,
,-1.5798749003260957,,2459751.898686264,-0.9661786631189712,
,-1.5798749003260957,,2459752.6475882693,8.022912342344126,
,-1.5798749003260957,,2459753.396490274,5.768607047381909,
,-1.5798749003260957,,2459754.145392279,-4.507165672546982,
,-1.5798749003260957,,2459754.8942942843,-8.481780857103567,
,-1.5798749003260957,,2459755.643196289,-0.6751247334756773,
,-1.5798749003260957,,2459756.392098294,8.137200745572253,
,-1.5798749003260957,,2459757.1410002992,5.544489449288444,
,-1.5798749003260957,,2459757.889902304,-4.753174132228228,
,-1.5798749003260957,,2459758.638804309,-8.410765759368998,
,-1.5798749003260957,,2459759.387706314,-0.3832206367150246,
,-1.5798749003260957,,2459760.1366083194,8.242314561032131,
,-1.5798749003260957,,2459760.885510324,5.314220416602449,
,-1.5798749003260957,,2459761.634412329,-4.993857128601418,
,-1.5798749003260957,,2459762.3833143343,-8.330422700407421,
,-1.5798749003260957,,2459763.132216339,-0.09079326307663782,
,-1.5798749003260957,,2459763.881118344,8.33813334693618,
,-1.5798749003260957,,2459764.6300203493,5.0780628820335005,
,-1.5798749003260957,,2459765.378922354,-5.2289520900676525,
,-1.5798749003260957,,2459766.127824359,-8.240836834198532,
,-1.5798749003260957,,2459766.8767263643,0.20182951998288512,
,-1.5798749003260957,,2459767.6256283694,8.424547454761779,
,-1.5798749003260957,,2459768.374530374,4.836286147955605,
,-1.5798749003260957,,2459769.123432379,-5.458202742222461,
,-1.5798749003260957,,2459769.8723343844,-8.142103357288935,
,-1.5798749003260957,,2459770.621236389,0.494319177211281,
,-1.5798749003260957,,2459771.370138394,8.501458138386514,
,-1.5798749003260957,,2459772.1190403993,4.589165527217973,
,-1.5798749003260957,,2459772.867942404,-5.681359333055961,
,-1.5798749003260957,,2459773.616844409,-8.034327425295716,
,-1.5798749003260957,,2459774.3657464143,0.7863469412145175,
,-1.5798749003260957,,2459775.1146484194,8.568777690349986,
,-1.5798749003260957,,2459775.863550424,4.3369820697388235,
,-1.5798749003260957,,2459776.6124524293,-5.898178921293228,
,-1.5798749003260957,,2459777.3613544344,-7.917624052190975,
,-1.5798749003260957,,2459778.110256439,1.0775841060599993,
,-1.5798749003260957,,2459778.859158444,8.626429542026884,
,-1.5798749003260957,,2459779.6080604494,4.08002215686961,
,-1.5798749003260957,,2459780.3569624545,-6.108425577974514,
,-1.5798749003260957,,2459781.105864459,-7.792118018527155,
,-1.5798749003260957,,2459781.8547664643,1.3677025146691302,
,-1.5798749003260957,,2459782.6036684695,8.674348359544725,
,-1.5798749003260957,,2459783.352570474,3.818577219433268,
,-1.5798749003260957,,2459784.1014724793,-6.31187064897888,
,-1.5798749003260957,,2459784.8503744844,-7.657943743342443,
,-1.5798749003260957,,2459785.599276489,1.6563748078860676,
,-1.5798749003260957,,2459786.3481784943,8.712480114790074,
,-1.5798749003260957,,2459787.0970804994,3.5529433509767134,
,-1.5798749003260957,,2459787.8459825045,-6.508292986933349,
,-1.5798749003260957,,2459788.594884509,-7.51524517111746,
,-1.5798749003260957,,2459789.3437865144,1.9432749405327188,
