age(Gyr),M/MSun,logL/Lsun,Teff(K),logg,R/Rsun
0.8,0.0005,-8.566,129.0,3.101,0.1042
0.8,0.001,-8.033,172.0,3.365,0.1087
0.8,0.0015,-7.706,205.0,3.526,0.1106
0.8,0.002,-7.47,234.0,3.641,0.1119
0.8,0.0025,-7.287,259.0,3.732,0.1126
0.8,0.003,-7.139,282.0,3.808,0.1131
0.8,0.0035,-7.015,302.0,3.873,0.1133
0.8,0.004,-6.908,321.0,3.93,0.1134
0.8,0.0045,-6.815,339.0,3.982,0.1133
0.8,0.005,-6.734,355.0,4.029,0.1131
0.8,0.006,-6.598,385.0,4.113,0.1126
0.8,0.007,-6.488,412.0,4.186,0.1118
0.8,0.008,-6.394,437.0,4.251,0.1109
0.8,0.009,-6.3,463.0,4.309,0.11
0.8,0.01,-6.196,493.0,4.362,0.1091
0.8,0.011,-6.07,532.0,4.409,0.1084
0.8,0.0115,-5.973,563.0,4.428,0.1084
0.8,0.012,-5.826,612.0,4.444,0.1087
0.8,0.0125,-5.769,633.0,4.464,0.1084
0.8,0.013,-5.809,621.0,4.489,0.1074
0.8,0.0135,-5.834,615.0,4.512,0.1066
0.8,0.014,-5.831,618.0,4.533,0.106
0.8,0.0145,-5.807,628.0,4.552,0.1055
0.8,0.015,-5.776,640.0,4.57,0.1051
0.8,0.0155,-5.744,653.0,4.588,0.1047
0.8,0.016,-5.713,666.0,4.605,0.1043
0.8,0.0165,-5.681,680.0,4.621,0.104
0.8,0.017,-5.649,694.0,4.637,0.1036
0.8,0.0175,-5.618,707.0,4.652,0.1033
0.8,0.018,-5.587,721.0,4.667,0.103
0.8,0.0185,-5.557,735.0,4.682,0.1026
0.8,0.019,-5.527,749.0,4.696,0.1023
0.8,0.0195,-5.498,763.0,4.71,0.102
0.8,0.02,-5.469,777.0,4.724,0.1017
0.8,0.022,-5.358,832.0,4.775,0.1006
0.8,0.024,-5.253,889.0,4.821,0.0996
0.8,0.026,-5.155,945.0,4.864,0.0987
0.8,0.028,-5.064,1000.0,4.904,0.0978
0.8,0.03,-4.98,1053.0,4.94,0.0971
0.8,0.033,-4.863,1133.0,4.99,0.0961
0.8,0.035,-4.79,1185.0,5.021,0.0955
0.8,0.038,-4.687,1262.0,5.064,0.0948
0.8,0.04,-4.624,1312.0,5.091,0.0943
0.8,0.043,-4.535,1386.0,5.128,0.0937
0.8,0.045,-4.478,1434.0,5.151,0.0933
0.8,0.048,-4.396,1508.0,5.183,0.0929
0.8,0.05,-4.342,1557.0,5.203,0.0927
0.8,0.053,-4.263,1631.0,5.23,0.0924
0.8,0.055,-4.211,1682.0,5.248,0.0923
0.8,0.058,-4.134,1759.0,5.271,0.0923
0.8,0.06,-4.082,1811.0,5.285,0.0923
0.8,0.063,-4.004,1893.0,5.304,0.0925
0.8,0.064,-3.977,1921.0,5.31,0.0927
0.8,0.065,-3.95,1949.0,5.315,0.0928
0.8,0.066,-3.923,1979.0,5.32,0.093
0.8,0.067,-3.895,2008.0,5.325,0.0932
0.8,0.068,-3.866,2039.0,5.329,0.0934
0.8,0.069,-3.837,2070.0,5.333,0.0937
0.8,0.07,-3.808,2102.0,5.337,0.094
0.8,0.071,-3.778,2135.0,5.34,0.0943
0.8,0.072,-3.748,2168.0,5.343,0.0947
0.8,0.073,-3.717,2202.0,5.345,0.0951
0.8,0.074,-3.685,2237.0,5.346,0.0955
0.8,0.075,-3.653,2273.0,5.348,0.0961
0.8,0.077,-3.588,2346.0,5.348,0.0972
0.8,0.078,-3.555,2383.0,5.348,0.0979
0.8,0.08,-3.489,2456.0,5.346,0.0994
1.0,0.0005,-8.683,121.0,3.109,0.1033
1.0,0.001,-8.151,161.0,3.372,0.1079
1.0,0.0015,-7.826,193.0,3.533,0.1098
1.0,0.002,-7.589,219.0,3.648,0.111
1.0,0.0025,-7.404,243.0,3.739,0.1118
1.0,0.003,-7.253,265.0,3.814,0.1122
1.0,0.0035,-7.126,285.0,3.88,0.1125
1.0,0.004,-7.017,303.0,3.937,0.1125
1.0,0.0045,-6.922,320.0,3.989,0.1124
1.0,0.005,-6.838,336.0,4.036,0.1123
1.0,0.006,-6.697,366.0,4.119,0.1117
1.0,0.007,-6.582,392.0,4.192,0.111
1.0,0.008,-6.486,416.0,4.257,0.1102
1.0,0.009,-6.401,438.0,4.315,0.1093
1.0,0.01,-6.312,463.0,4.368,0.1083
1.0,0.011,-6.196,497.0,4.415,0.1076
1.0,0.0115,-6.104,524.0,4.436,0.1075
1.0,0.012,-5.976,564.0,4.453,0.1076
1.0,0.0125,-5.925,582.0,4.473,0.1073
1.0,0.013,-5.952,575.0,4.497,0.1064
1.0,0.0135,-5.967,572.0,4.52,0.1057
1.0,0.014,-5.959,576.0,4.541,0.1051
1.0,0.0145,-5.933,586.0,4.559,0.1047
1.0,0.015,-5.902,598.0,4.578,0.1042
1.0,0.0155,-5.871,610.0,4.595,0.1039
1.0,0.016,-5.84,622.0,4.612,0.1035
1.0,0.0165,-5.809,634.0,4.628,0.1031
1.0,0.017,-5.778,647.0,4.644,0.1028
1.0,0.0175,-5.747,660.0,4.66,0.1024
1.0,0.018,-5.716,673.0,4.675,0.1021
1.0,0.0185,-5.686,685.0,4.69,0.1017
1.0,0.019,-5.656,698.0,4.704,0.1014
1.0,0.0195,-5.627,711.0,4.718,0.1011
1.0,0.02,-5.598,725.0,4.732,0.1008
1.0,0.022,-5.487,777.0,4.783,0.0996
1.0,0.024,-5.385,828.0,4.831,0.0985
1.0,0.026,-5.287,881.0,4.874,0.0976
1.0,0.028,-5.195,933.0,4.914,0.0967
1.0,0.03,-5.109,984.0,4.951,0.0959
1.0,0.033,-4.991,1059.0,5.002,0.0948
1.0,0.035,-4.918,1109.0,5.034,0.0942
1.0,0.038,-4.814,1182.0,5.078,0.0933
1.0,0.04,-4.749,1231.0,5.105,0.0928
1.0,0.043,-4.659,1301.0,5.142,0.0921
1.0,0.045,-4.602,1348.0,5.166,0.0917
1.0,0.048,-4.52,1417.0,5.199,0.0912
1.0,0.05,-4.466,1463.0,5.22,0.0909
1.0,0.053,-4.388,1534.0,5.248,0.0905
1.0,0.055,-4.336,1582.0,5.266,0.0903
1.0,0.058,-4.258,1656.0,5.291,0.0902
1.0,0.06,-4.205,1708.0,5.306,0.0902
1.0,0.063,-4.124,1788.0,5.325,0.0903
1.0,0.064,-4.096,1816.0,5.331,0.0904
1.0,0.065,-4.067,1845.0,5.337,0.0905
1.0,0.066,-4.038,1875.0,5.342,0.0907
1.0,0.067,-4.007,1906.0,5.347,0.0909
1.0,0.068,-3.977,1938.0,5.351,0.0911
1.0,0.069,-3.945,1971.0,5.355,0.0914
1.0,0.07,-3.912,2005.0,5.358,0.0917
1.0,0.071,-3.878,2041.0,5.361,0.092
1.0,0.072,-3.843,2078.0,5.363,0.0924
1.0,0.073,-3.807,2116.0,5.365,0.0929
1.0,0.074,-3.771,2155.0,5.366,0.0934
1.0,0.075,-3.734,2195.0,5.367,0.0939
1.0,0.077,-3.657,2278.0,5.366,0.0952
1.0,0.078,-3.618,2321.0,5.365,0.096
1.0,0.08,-3.54,2406.0,5.361,0.0977
1.5,0.0005,-8.891,108.0,3.121,0.1018
1.5,0.001,-8.36,144.0,3.382,0.1066
1.5,0.0015,-8.038,171.0,3.543,0.1084
1.5,0.002,-7.803,195.0,3.659,0.1096
1.5,0.0025,-7.615,217.0,3.75,0.1103
1.5,0.003,-7.46,237.0,3.826,0.1108
1.5,0.0035,-7.329,255.0,3.891,0.111
1.5,0.004,-7.216,272.0,3.949,0.111
1.5,0.0045,-7.118,288.0,4.0,0.111
1.5,0.005,-7.031,303.0,4.048,0.1108
1.5,0.006,-6.881,331.0,4.131,0.1103
1.5,0.007,-6.758,356.0,4.203,0.1096
1.5,0.008,-6.656,379.0,4.268,0.1088
1.5,0.009,-6.568,400.0,4.325,0.1079
1.5,0.01,-6.489,421.0,4.378,0.1071
1.5,0.011,-6.399,445.0,4.426,0.1063
1.5,0.0115,-6.329,464.0,4.447,0.106
1.5,0.012,-6.235,490.0,4.467,0.1059
1.5,0.0125,-6.189,504.0,4.488,0.1056
1.5,0.013,-6.195,504.0,4.51,0.1049
1.5,0.0135,-6.198,504.0,4.532,0.1042
1.5,0.014,-6.176,512.0,4.552,0.1037
1.5,0.0145,-6.148,521.0,4.571,0.1033
1.5,0.015,-6.123,530.0,4.589,0.1029
1.5,0.0155,-6.087,542.0,4.606,0.1025
1.5,0.016,-6.056,553.0,4.624,0.1021
1.5,0.0165,-6.026,563.0,4.64,0.1017
1.5,0.017,-5.997,574.0,4.656,0.1014
1.5,0.0175,-5.969,584.0,4.672,0.101
1.5,0.018,-5.941,595.0,4.687,0.1007
1.5,0.0185,-5.912,606.0,4.702,0.1003
1.5,0.019,-5.884,617.0,4.717,0.1
1.5,0.0195,-5.856,628.0,4.731,0.0996
1.5,0.02,-5.828,639.0,4.745,0.0993
1.5,0.022,-5.719,685.0,4.797,0.0981
1.5,0.024,-5.614,732.0,4.845,0.0969
1.5,0.026,-5.518,778.0,4.889,0.0959
1.5,0.028,-5.427,824.0,4.93,0.0949
1.5,0.03,-5.341,869.0,4.968,0.094
1.5,0.033,-5.222,937.0,5.021,0.0928
1.5,0.035,-5.147,982.0,5.053,0.0921
1.5,0.038,-5.043,1049.0,5.098,0.0911
1.5,0.04,-4.978,1092.0,5.126,0.0905
1.5,0.043,-4.885,1157.0,5.166,0.0897
1.5,0.045,-4.827,1201.0,5.19,0.0892
1.5,0.048,-4.743,1264.0,5.225,0.0885
1.5,0.05,-4.69,1307.0,5.246,0.0881
1.5,0.053,-4.611,1371.0,5.276,0.0876
1.5,0.055,-4.559,1415.0,5.295,0.0874
1.5,0.058,-4.484,1481.0,5.322,0.087
1.5,0.06,-4.429,1529.0,5.338,0.0869
1.5,0.063,-4.341,1608.0,5.359,0.0869
1.5,0.064,-4.31,1637.0,5.365,0.087
1.5,0.065,-4.277,1667.0,5.371,0.0871
1.5,0.066,-4.24,1701.0,5.375,0.0873
1.5,0.067,-4.207,1732.0,5.381,0.0874
1.5,0.068,-4.17,1767.0,5.385,0.0876
1.5,0.069,-4.132,1804.0,5.388,0.0879
1.5,0.07,-4.088,1846.0,5.391,0.0883
1.5,0.071,-4.046,1887.0,5.393,0.0887
1.5,0.072,-4.001,1931.0,5.395,0.0892
1.5,0.073,-3.954,1978.0,5.395,0.0897
1.5,0.074,-3.906,2026.0,5.395,0.0903
1.5,0.075,-3.856,2077.0,5.394,0.091
1.5,0.077,-3.754,2183.0,5.39,0.0927
1.5,0.078,-3.702,2238.0,5.386,0.0937
1.5,0.08,-3.601,2346.0,5.378,0.0958
1.5,0.083,-3.461,2496.0,5.362,0.0994
2.0,0.001,-8.519,132.0,3.39,0.1056
2.0,0.0015,-8.198,157.0,3.551,0.1075
2.0,0.002,-7.965,179.0,3.666,0.1087
2.0,0.0025,-7.778,198.0,3.758,0.1094
2.0,0.003,-7.621,217.0,3.834,0.1098
2.0,0.0035,-7.488,234.0,3.899,0.1099
2.0,0.004,-7.372,250.0,3.957,0.11
2.0,0.0045,-7.27,265.0,4.009,0.1099
2.0,0.005,-7.18,279.0,4.056,0.1097
2.0,0.006,-7.026,306.0,4.139,0.1092
2.0,0.007,-6.898,330.0,4.211,0.1085
2.0,0.008,-6.791,353.0,4.276,0.1078
2.0,0.009,-6.698,373.0,4.333,0.107
2.0,0.01,-6.617,393.0,4.386,0.1061
2.0,0.011,-6.535,413.0,4.434,0.1053
2.0,0.0115,-6.481,427.0,4.456,0.105
2.0,0.012,-6.405,446.0,4.475,0.1049
2.0,0.0125,-6.362,458.0,4.496,0.1045
2.0,0.013,-6.359,460.0,4.519,0.1039
2.0,0.0135,-6.352,464.0,4.54,0.1033
2.0,0.014,-6.332,470.0,4.56,0.1028
2.0,0.0145,-6.304,479.0,4.579,0.1024
2.0,0.015,-6.273,488.0,4.597,0.102
2.0,0.0155,-6.243,498.0,4.614,0.1016
2.0,0.016,-6.214,507.0,4.631,0.1012
2.0,0.0165,-6.185,517.0,4.648,0.1008
2.0,0.017,-6.158,526.0,4.664,0.1004
2.0,0.0175,-6.13,535.0,4.68,0.1001
2.0,0.018,-6.102,545.0,4.695,0.0997
2.0,0.0185,-6.075,554.0,4.71,0.0994
2.0,0.019,-6.049,564.0,4.725,0.099
2.0,0.0195,-6.023,573.0,4.739,0.0987
2.0,0.02,-5.997,583.0,4.753,0.0983
2.0,0.022,-5.898,621.0,4.806,0.0971
2.0,0.024,-5.794,664.0,4.855,0.0959
2.0,0.026,-5.695,707.0,4.899,0.0948
2.0,0.028,-5.602,750.0,4.941,0.0937
2.0,0.03,-5.517,791.0,4.98,0.0928
2.0,0.033,-5.399,853.0,5.033,0.0915
2.0,0.035,-5.324,894.0,5.066,0.0907
2.0,0.038,-5.219,955.0,5.112,0.0896
2.0,0.04,-5.153,996.0,5.141,0.089
2.0,0.043,-5.06,1056.0,5.181,0.0881
2.0,0.045,-5.001,1096.0,5.206,0.0875
2.0,0.048,-4.917,1156.0,5.242,0.0868
2.0,0.05,-4.862,1196.0,5.264,0.0864
2.0,0.053,-4.782,1256.0,5.295,0.0858
2.0,0.055,-4.729,1297.0,5.315,0.0854
2.0,0.058,-4.648,1362.0,5.342,0.0851
2.0,0.06,-4.591,1409.0,5.358,0.0849
2.0,0.063,-4.496,1488.0,5.379,0.0849
2.0,0.064,-4.466,1514.0,5.386,0.0849
2.0,0.065,-4.431,1545.0,5.392,0.085
2.0,0.066,-4.393,1577.0,5.398,0.0851
2.0,0.067,-4.354,1612.0,5.402,0.0852
2.0,0.068,-4.311,1650.0,5.406,0.0855
2.0,0.069,-4.266,1690.0,5.41,0.0858
2.0,0.07,-4.218,1734.0,5.412,0.0861
2.0,0.071,-4.167,1781.0,5.414,0.0866
2.0,0.072,-4.113,1831.0,5.414,0.0871
2.0,0.073,-4.056,1886.0,5.414,0.0878
2.0,0.074,-3.997,1943.0,5.413,0.0885
2.0,0.075,-3.935,2003.0,5.41,0.0894
2.0,0.077,-3.809,2130.0,5.402,0.0914
2.0,0.078,-3.747,2194.0,5.397,0.0925
2.0,0.08,-3.628,2319.0,5.385,0.095
2.0,0.083,-3.472,2486.0,5.365,0.099
3.0,0.001,-8.732,117.0,3.4,0.1045
3.0,0.0015,-8.411,140.0,3.56,0.1064
3.0,0.002,-8.179,159.0,3.676,0.1075
3.0,0.0025,-7.995,176.0,3.767,0.1082
3.0,0.003,-7.84,192.0,3.843,0.1085
3.0,0.0035,-7.705,207.0,3.909,0.1087
3.0,0.004,-7.587,222.0,3.967,0.1087
3.0,0.0045,-7.483,236.0,4.019,0.1086
3.0,0.005,-7.389,249.0,4.066,0.1084
3.0,0.006,-7.228,274.0,4.15,0.1079
3.0,0.007,-7.095,297.0,4.222,0.1072
3.0,0.008,-6.981,318.0,4.286,0.1065
3.0,0.009,-6.883,338.0,4.344,0.1057
3.0,0.01,-6.796,356.0,4.396,0.1049
3.0,0.011,-6.712,375.0,4.444,0.1041
3.0,0.0115,-6.666,386.0,4.466,0.1037
3.0,0.012,-6.606,400.0,4.487,0.1035
3.0,0.0125,-6.569,410.0,4.508,0.1031
3.0,0.013,-6.558,413.0,4.529,0.1026
3.0,0.0135,-6.544,418.0,4.55,0.1021
3.0,0.014,-6.522,424.0,4.57,0.1016
3.0,0.0145,-6.495,431.0,4.589,0.1012
3.0,0.015,-6.468,439.0,4.607,0.1008
3.0,0.0155,-6.438,447.0,4.624,0.1004
3.0,0.016,-6.41,456.0,4.641,0.1
3.0,0.0165,-6.382,464.0,4.658,0.0996
3.0,0.017,-6.355,472.0,4.674,0.0993
3.0,0.0175,-6.329,480.0,4.69,0.0989
3.0,0.018,-6.304,488.0,4.705,0.0986
3.0,0.0185,-6.279,496.0,4.72,0.0982
3.0,0.019,-6.255,504.0,4.735,0.0979
3.0,0.0195,-6.231,512.0,4.749,0.0975
3.0,0.02,-6.207,519.0,4.763,0.0972
3.0,0.022,-6.116,551.0,4.817,0.0959
3.0,0.024,-6.027,584.0,4.866,0.0947
3.0,0.026,-5.939,618.0,4.911,0.0935
3.0,0.028,-5.847,656.0,4.953,0.0924
3.0,0.03,-5.758,694.0,4.993,0.0914
3.0,0.033,-5.636,750.0,5.047,0.09
3.0,0.035,-5.562,786.0,5.081,0.0892
3.0,0.038,-5.459,840.0,5.128,0.088
3.0,0.04,-5.393,876.0,5.158,0.0873
3.0,0.043,-5.299,930.0,5.199,0.0863
3.0,0.045,-5.239,966.0,5.225,0.0857
3.0,0.048,-5.153,1020.0,5.261,0.0849
3.0,0.05,-5.098,1056.0,5.284,0.0843
3.0,0.053,-5.017,1111.0,5.317,0.0837
3.0,0.055,-4.963,1149.0,5.337,0.0833
3.0,0.058,-4.881,1208.0,5.365,0.0828
3.0,0.06,-4.821,1252.0,5.383,0.0825
3.0,0.063,-4.723,1326.0,5.405,0.0824
3.0,0.064,-4.686,1355.0,5.412,0.0824
3.0,0.065,-4.646,1385.0,5.418,0.0824
3.0,0.066,-4.604,1419.0,5.424,0.0825
3.0,0.067,-4.557,1456.0,5.428,0.0827
3.0,0.068,-4.507,1496.0,5.432,0.0829
3.0,0.069,-4.453,1541.0,5.435,0.0833
3.0,0.07,-4.392,1591.0,5.437,0.0837
3.0,0.071,-4.327,1647.0,5.438,0.0842
3.0,0.072,-4.256,1709.0,5.437,0.0849
3.0,0.073,-4.18,1777.0,5.435,0.0857
3.0,0.074,-4.1,1850.0,5.431,0.0867
3.0,0.075,-4.018,1927.0,5.426,0.0878
3.0,0.077,-3.856,2086.0,5.412,0.0904
3.0,0.078,-3.779,2163.0,5.404,0.0918
3.0,0.08,-3.642,2305.0,5.389,0.0946
3.0,0.083,-3.476,2482.0,5.367,0.0988
4.0,0.001,-8.888,108.0,3.407,0.1036
4.0,0.0015,-8.567,128.0,3.566,0.1056
4.0,0.002,-8.337,146.0,3.682,0.1067
4.0,0.0025,-8.153,161.0,3.774,0.1074
4.0,0.003,-8.0,176.0,3.85,0.1077
4.0,0.0035,-7.866,190.0,3.916,0.1079
4.0,0.004,-7.747,203.0,3.974,0.1078
4.0,0.0045,-7.642,216.0,4.026,0.1077
4.0,0.005,-7.547,228.0,4.074,0.1075
4.0,0.006,-7.381,252.0,4.157,0.107
4.0,0.007,-7.243,274.0,4.23,0.1063
4.0,0.008,-7.126,294.0,4.294,0.1056
4.0,0.009,-7.024,313.0,4.351,0.1048
4.0,0.01,-6.933,331.0,4.404,0.104
4.0,0.011,-6.848,349.0,4.452,0.1032
4.0,0.0115,-6.801,359.0,4.474,0.1028
4.0,0.012,-6.746,371.0,4.495,0.1026
4.0,0.0125,-6.71,379.0,4.516,0.1022
4.0,0.013,-6.692,384.0,4.537,0.1017
4.0,0.0135,-6.674,389.0,4.557,0.1012
4.0,0.014,-6.652,395.0,4.577,0.1008
4.0,0.0145,-6.625,402.0,4.596,0.1004
4.0,0.015,-6.598,409.0,4.614,0.1
4.0,0.0155,-6.572,416.0,4.631,0.0996
4.0,0.016,-6.545,423.0,4.648,0.0992
4.0,0.0165,-6.519,431.0,4.665,0.0989
4.0,0.017,-6.493,438.0,4.681,0.0985
4.0,0.0175,-6.467,445.0,4.697,0.0981
4.0,0.018,-6.442,453.0,4.712,0.0978
4.0,0.0185,-6.417,460.0,4.727,0.0974
4.0,0.019,-6.393,467.0,4.742,0.0971
4.0,0.0195,-6.37,474.0,4.756,0.0967
4.0,0.02,-6.348,481.0,4.77,0.0964
4.0,0.022,-6.264,508.0,4.824,0.0951
4.0,0.024,-6.183,536.0,4.873,0.0939
4.0,0.026,-6.103,565.0,4.918,0.0927
4.0,0.028,-6.024,595.0,4.961,0.0916
4.0,0.03,-5.939,628.0,5.001,0.0905
4.0,0.033,-5.814,680.0,5.056,0.0891
4.0,0.035,-5.738,714.0,5.091,0.0882
4.0,0.038,-5.634,764.0,5.138,0.087
4.0,0.04,-5.569,796.0,5.168,0.0862
4.0,0.043,-5.476,845.0,5.21,0.0852
4.0,0.045,-5.417,878.0,5.237,0.0845
4.0,0.048,-5.33,928.0,5.274,0.0837
4.0,0.05,-5.274,961.0,5.297,0.0831
4.0,0.053,-5.192,1012.0,5.33,0.0824
4.0,0.055,-5.137,1048.0,5.351,0.0819
4.0,0.058,-5.052,1104.0,5.38,0.0814
4.0,0.06,-4.99,1146.0,5.398,0.0811
4.0,0.063,-4.887,1218.0,5.422,0.0808
4.0,0.064,-4.848,1246.0,5.429,0.0808
4.0,0.065,-4.805,1276.0,5.435,0.0809
4.0,0.066,-4.759,1310.0,5.441,0.0809
4.0,0.067,-4.709,1347.0,5.446,0.0811
4.0,0.068,-4.653,1389.0,5.45,0.0813
4.0,0.069,-4.588,1439.0,5.452,0.0817
4.0,0.07,-4.521,1492.0,5.454,0.0821
4.0,0.071,-4.443,1554.0,5.454,0.0827
4.0,0.072,-4.357,1626.0,5.452,0.0835
4.0,0.073,-4.264,1706.0,5.448,0.0844
4.0,0.074,-4.166,1793.0,5.442,0.0856
4.0,0.075,-4.066,1885.0,5.434,0.0869
4.0,0.077,-3.875,2067.0,5.416,0.0899
4.0,0.078,-3.79,2152.0,5.407,0.0915
4.0,0.08,-3.645,2302.0,5.389,0.0945
4.0,0.083,-3.476,2481.0,5.367,0.0988
6.0,0.001,-9.106,95.0,3.416,0.1026
6.0,0.0015,-8.784,114.0,3.575,0.1046
6.0,0.002,-8.553,129.0,3.69,0.1057
6.0,0.0025,-8.371,143.0,3.782,0.1064
6.0,0.003,-8.218,156.0,3.858,0.1067
6.0,0.0035,-8.086,168.0,3.924,0.1068
6.0,0.004,-7.97,180.0,3.983,0.1068
6.0,0.0045,-7.865,191.0,4.035,0.1066
6.0,0.005,-7.769,202.0,4.083,0.1064
6.0,0.006,-7.601,223.0,4.167,0.1058
6.0,0.007,-7.457,243.0,4.239,0.1051
6.0,0.008,-7.334,262.0,4.303,0.1044
6.0,0.009,-7.227,280.0,4.361,0.1036
6.0,0.01,-7.133,297.0,4.414,0.1028
6.0,0.011,-7.045,313.0,4.462,0.102
6.0,0.0115,-6.999,322.0,4.484,0.1017
6.0,0.012,-6.948,332.0,4.505,0.1013
6.0,0.0125,-6.91,340.0,4.526,0.101
6.0,0.013,-6.886,346.0,4.547,0.1005
6.0,0.0135,-6.862,351.0,4.567,0.1001
6.0,0.014,-6.836,357.0,4.587,0.0996
6.0,0.0145,-6.808,364.0,4.605,0.0993
6.0,0.015,-6.779,371.0,4.623,0.0989
6.0,0.0155,-6.752,377.0,4.641,0.0985
6.0,0.016,-6.725,384.0,4.658,0.0981
6.0,0.0165,-6.699,390.0,4.675,0.0978
6.0,0.017,-6.674,397.0,4.691,0.0974
6.0,0.0175,-6.649,403.0,4.706,0.0971
6.0,0.018,-6.626,409.0,4.722,0.0967
6.0,0.0185,-6.602,416.0,4.737,0.0964
6.0,0.019,-6.579,422.0,4.752,0.096
6.0,0.0195,-6.556,428.0,4.766,0.0957
6.0,0.02,-6.534,435.0,4.78,0.0954
6.0,0.022,-6.449,459.0,4.833,0.0941
6.0,0.024,-6.374,483.0,4.882,0.0929
6.0,0.026,-6.306,505.0,4.928,0.0917
6.0,0.028,-6.239,528.0,4.971,0.0906
6.0,0.03,-6.172,552.0,5.011,0.0895
6.0,0.033,-6.064,593.0,5.067,0.088
6.0,0.035,-5.985,624.0,5.102,0.0871
6.0,0.038,-5.877,669.0,5.15,0.0858
6.0,0.04,-5.812,697.0,5.181,0.085
6.0,0.043,-5.721,740.0,5.223,0.0839
6.0,0.045,-5.663,768.0,5.25,0.0832
6.0,0.048,-5.579,811.0,5.288,0.0823
6.0,0.05,-5.523,840.0,5.313,0.0817
6.0,0.053,-5.441,885.0,5.347,0.0808
6.0,0.055,-5.385,917.0,5.368,0.0803
6.0,0.058,-5.297,969.0,5.398,0.0797
6.0,0.06,-5.233,1007.0,5.417,0.0794
6.0,0.063,-5.126,1074.0,5.442,0.079
6.0,0.064,-5.084,1100.0,5.449,0.079
6.0,0.065,-5.038,1130.0,5.456,0.0789
6.0,0.066,-4.987,1163.0,5.462,0.079
6.0,0.067,-4.93,1201.0,5.467,0.0791
6.0,0.068,-4.865,1245.0,5.471,0.0793
6.0,0.069,-4.791,1297.0,5.474,0.0796
6.0,0.07,-4.704,1359.0,5.475,0.0802
6.0,0.071,-4.608,1430.0,5.474,0.0808
6.0,0.072,-4.496,1517.0,5.47,0.0818
6.0,0.073,-4.372,1617.0,5.463,0.083
6.0,0.074,-4.24,1729.0,5.453,0.0845
6.0,0.075,-4.11,1845.0,5.442,0.0862
6.0,0.077,-3.886,2057.0,5.418,0.0897
6.0,0.078,-3.795,2148.0,5.408,0.0914
6.0,0.08,-3.645,2302.0,5.39,0.0945
6.0,0.083,-3.477,2481.0,5.367,0.0988
8.0,0.001,-9.261,88.0,3.422,0.1019
8.0,0.0015,-8.938,104.0,3.58,0.1039
8.0,0.002,-8.707,119.0,3.696,0.1051
8.0,0.0025,-8.525,131.0,3.787,0.1057
8.0,0.003,-8.372,143.0,3.864,0.1061
8.0,0.0035,-8.242,154.0,3.93,0.1062
8.0,0.004,-8.126,165.0,3.988,0.1061
8.0,0.0045,-8.022,175.0,4.041,0.106
8.0,0.005,-7.927,185.0,4.088,0.1057
8.0,0.006,-7.76,204.0,4.172,0.1051
8.0,0.007,-7.614,223.0,4.245,0.1044
8.0,0.008,-7.488,241.0,4.31,0.1036
8.0,0.009,-7.377,258.0,4.368,0.1028
8.0,0.01,-7.28,274.0,4.42,0.102
8.0,0.011,-7.19,289.0,4.468,0.1012
8.0,0.0115,-7.144,297.0,4.491,0.1009
8.0,0.012,-7.095,307.0,4.512,0.1005
8.0,0.0125,-7.056,314.0,4.533,0.1001
8.0,0.013,-7.029,320.0,4.554,0.0997
8.0,0.0135,-7.002,325.0,4.574,0.0993
8.0,0.014,-6.974,331.0,4.593,0.0989
8.0,0.0145,-6.944,338.0,4.612,0.0985
8.0,0.015,-6.914,344.0,4.63,0.0981
8.0,0.0155,-6.885,351.0,4.648,0.0978
8.0,0.016,-6.858,357.0,4.665,0.0974
8.0,0.0165,-6.831,363.0,4.681,0.097
8.0,0.017,-6.805,369.0,4.697,0.0967
8.0,0.0175,-6.779,375.0,4.713,0.0963
8.0,0.018,-6.755,381.0,4.728,0.096
8.0,0.0185,-6.731,387.0,4.743,0.0956
8.0,0.019,-6.708,393.0,4.758,0.0953
8.0,0.0195,-6.685,399.0,4.772,0.095
8.0,0.02,-6.663,405.0,4.786,0.0946
8.0,0.022,-6.579,428.0,4.84,0.0934
8.0,0.024,-6.502,450.0,4.889,0.0922
8.0,0.026,-6.433,471.0,4.934,0.091
8.0,0.028,-6.371,491.0,4.977,0.0899
8.0,0.03,-6.312,512.0,5.017,0.0888
8.0,0.033,-6.225,542.0,5.074,0.0873
8.0,0.035,-6.163,565.0,5.109,0.0864
8.0,0.038,-6.053,607.0,5.158,0.0851
8.0,0.04,-5.983,635.0,5.189,0.0842
8.0,0.043,-5.891,674.0,5.232,0.0831
8.0,0.045,-5.834,699.0,5.259,0.0824
8.0,0.048,-5.753,737.0,5.297,0.0814
8.0,0.05,-5.699,763.0,5.322,0.0808
8.0,0.053,-5.618,804.0,5.356,0.0799
8.0,0.055,-5.563,833.0,5.378,0.0794
8.0,0.058,-5.474,880.0,5.409,0.0787
8.0,0.06,-5.411,915.0,5.428,0.0783
8.0,0.063,-5.299,979.0,5.454,0.0779
8.0,0.064,-5.258,1003.0,5.462,0.0778
8.0,0.065,-5.21,1031.0,5.469,0.0778
8.0,0.066,-5.156,1063.0,5.475,0.0778
8.0,0.067,-5.096,1100.0,5.481,0.0779
8.0,0.068,-5.026,1144.0,5.485,0.078
8.0,0.069,-4.944,1197.0,5.488,0.0783
8.0,0.07,-4.846,1263.0,5.489,0.0788
